NCBI
1255046
1301283
136841
136842
136843
136845
136849
147538
1482596
1487592
1487595
1520881
1783272
187734
1938374
222543
222544
227332
2704141
2752537
2752540
2849069
2926461
2982303
2982305
2982316
2983527
2985477
33154
451864
451867
451868
451870
451871
452284
452333
5302
629295
653685
671232
679429
715340
715989
716545
716546
80811
87882
