filename,Category
P1_A4_513,Root > Personal Care > Hair Care > Hair Styling Products > Hairspray
P4_A11_373,Root > Personal Care > Hair Care > Hair Styling Products > Hairspray
P3_A8_592,Root > Personal Care > Hair Care > Hair Styling Products > Hairspray
P3_A10_553,Root > Personal Care > Hair Care > Hair Styling Products > Mousse
P3_A6_573,Root > Personal Care > Hair Care > Hair Styling Products > Straightener
P3_A1_586,Root > Personal Care > Hair Care > Hair Styling Products > Straightener
P2_E8_537,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P1_A5_514,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_B4_541,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P1_D2_490,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P7_A9_226,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P6_E6_423,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_D3_19,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P4_A4_375,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P5_B10_301,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P7_C4_7,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_E11_131,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P1_A7_516,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P2_C6_725,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_B11_115,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P7_E5_8,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P5_C3_297,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P6_B11_291,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_D7_232,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P5_B8_279,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner
P3_D4_242,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P5_C8_174,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P2_B12_715,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P6_E4_422,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_F5_54,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P7_E2_4,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P1_H2_129_127,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P7_B1_183,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P6_D9_142,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P5_B9_299,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P4_B1_370,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_D8_250,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P2_D10_582,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P2_D8_532,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_F7_65,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_B7_543,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_C11_349,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_C12_345,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P6_B12_239,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P6_C4_236,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P1_A1_510,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_F4_134,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_C5_105,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P4_A7_376,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P3_B9_552,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P7_F8_727,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P4_D10_610,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P5_C5_302,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo
P1_F8_95,Root > Personal Care > Hair Care > Toners
P3_B5_539,Root > Personal Care > Health Care > Hand sanitizer
P7_D3_240,Health & Beauty > Personal Care > Cosmetics > Skin Care > Serum
P5_C11_139,Root > Personal Care > Health Care > Pain Relieve
P4_B5_719,Root > Personal Care > Health Care > Spot Corrector
P1_G9_252,Root > Personal Care > Oral Care > Mouthwash
P5_E1_252,Root > Personal Care > Oral Care > Mouthwash
P6_C3_91,Root > Personal Care > Oral Care > Mouthwash
P6_C8_72,Root > Personal Care > Oral Care > Mouthwash
P4_A2_374,Root > Personal Care > Oral Care > Toothpaste
P6_E5_447,Root > Personal Care > Oral Care > Toothpaste
P5_D5_244,Root > Personal Care > Oral Care > Toothpaste
P6_A11_268,Root > Personal Care > Oral Care > Toothpaste
P7_E3_13,Root > Personal Care > Oral Care > Toothpaste
P2_C2_572,Root > Personal Care > Oral Care > Toothpaste
P4_D9_605,Root > Personal Care > Oral Care > Toothpaste
P2_F1_662,Root > Personal Care > Oral Care > Toothpaste
P2_B1_685,Root > Personal Care > Oral Care > Toothpaste
P5_E4_290,Root > Personal Care > Oral Care > Toothpaste
P7_A5_436,Root > Personal Care > Pest Control > Repellents
P7_A8_439,Root > Personal Care > Pest Control > Repellents
P6_B4_275,Root > Personal Care > Shaving & Grooming > Hair Removal Cream
P6_C11_107,Root > Personal Care > Shaving & Grooming > Shaving Cream
P3_F2_76,Root > Personal Care > Vision Care > Eye Drops & Lubricants
P6_A6_269,Root > Personal Care > Vision Care > Eye Drops & Lubricants
P1_B10_blank2,Root > Blank > Solvent Blank
P1_B11_blank3,Root > Blank > Solvent Blank
P1_B9_blank1,Root > Blank > Solvent Blank
P1_D10_blank1,Root > Blank > Solvent Blank
P1_D11_blank2,Root > Blank > Solvent Blank
P1_D12_blank3,Root > Blank > Solvent Blank
P1_H4_blank1,Root > Blank > Solvent Blank
P1_H5_blank2,Root > Blank > Solvent Blank
P1_H6_blank3,Root > Blank > Solvent Blank
P2_F8_blank2,Root > Blank > Solvent Blank
P2_F9_blank3,Root > Blank > Solvent Blank
P3_F11_blank1,Root > Blank > Solvent Blank
P3_F12_blank2,Root > Blank > Solvent Blank
P3_G1_blank3,Root > Blank > Solvent Blank
P4_E10_blank1,Root > Blank > Solvent Blank
P4_E11_blank2,Root > Blank > Solvent Blank
P4_E12_blank3,Root > Blank > Solvent Blank
P5_E10_B1,Root > Blank > Method Blank
P5_E11_B2,Root > Blank > Method Blank
P5_E12_B3,Root > Blank > Method Blank
P6_E10_B1,Root > Blank > Method Blank
P6_E11_B2,Root > Blank > Method Blank
P6_E12_B3,Root > Blank > Method Blank
P7_C1_B1,Root > Blank > Method Blank
P7_C2_B2,Root > Blank > Method Blank
P7_C3_B3,Root > Blank > Method Blank
P7_C5_B1,Root > Blank > Method Blank
P7_C6_B2,Root > Blank > Method Blank
P7_C7_B3,Root > Blank > Method Blank
