basefilename	cluster_scan	dataset_id	filename	metadata
G85249_BE6_01_37157.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85249_BE6_01_37157.mzML	 
G85248_RERUN_DryGas_BH6_01_37265.mzML	52596	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85248_RERUN_DryGas_BH6_01_37265.mzML	 
G85247_RB2_01_37015.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85247_RB2_01_37015.mzML	 
G85246_RH10_01_37093.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85246_RH10_01_37093.mzML	 
G85245_rerun_gas_BB10_01_37203.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85245_rerun_gas_BB10_01_37203.mzML	 
G85244_rerun_gas_BC8_01_37212.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85244_rerun_gas_BC8_01_37212.mzML	 
G85243_RF6_01_36813.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85243_RF6_01_36813.mzML	 
G85241_GD4_01_36851.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85241_GD4_01_36851.mzML	 
G85240_GD1_01_36848.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85240_GD1_01_36848.mzML	 
G85238_BF9_01_37166.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85238_BF9_01_37166.mzML	 
G85237_RA5_01_36748.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85237_RA5_01_36748.mzML	 
G85236_RH11_01_36559.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85236_RH11_01_36559.mzML	 
G85235_BD2_01_36706.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85235_BD2_01_36706.mzML	 
G85234_RC11_01_37033.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85234_RC11_01_37033.mzML	 
G85233_RF5_01_36529.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85233_RF5_01_36529.mzML	 
G85232_RC9_01_36493.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85232_RC9_01_36493.mzML	 
G85231_BH2_01_36724.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85231_BH2_01_36724.mzML	 
G85230_RG7_01_36543.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85230_RG7_01_36543.mzML	 
G85229_rerun_gas_BC6_01_37210.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85229_rerun_gas_BC6_01_37210.mzML	 
G85228_RF3_01_36527.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85228_RF3_01_36527.mzML	 
G85227_RH12_01_37094.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85227_RH12_01_37094.mzML	 
G85226_RD4_01_37038.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85226_RD4_01_37038.mzML	 
G85225_BC6_01_36596.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85225_BC6_01_36596.mzML	 
G85224_RE9_01_36804.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85224_RE9_01_36804.mzML	 
G85223_RD2_01_37036.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85223_RD2_01_37036.mzML	 
G85221_GB2_01_36831.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85221_GB2_01_36831.mzML	 
G85220_GB5_01_36835.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85220_GB5_01_36835.mzML	 
G85219_BG5_01_37174.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85219_BG5_01_37174.mzML	 
G85218_RB6_01_36762.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85218_RB6_01_36762.mzML	 
G85217_RB12_01_37024.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85217_RB12_01_37024.mzML	 
G85216_BF2_01_36715.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85216_BF2_01_36715.mzML	 
G85215_RF8_01_36532.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85215_RF8_01_36532.mzML	 
G85214_BF3_01_36716.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85214_BF3_01_36716.mzML	 
G85212_BC2_01_36702.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85212_BC2_01_36702.mzML	 
G85211_RA11_01_36471.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85211_RA11_01_36471.mzML	 
G85210_RG6_01_36542.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85210_RG6_01_36542.mzML	 
G85209_GD5_01_36852.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85209_GD5_01_36852.mzML	 
G85208_RC7_01_36491.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85208_RC7_01_36491.mzML	 
G85207_BF4_01_36717.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85207_BF4_01_36717.mzML	 
G85206_RA12_01_36472.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85206_RA12_01_36472.mzML	 
G85205_RF7_01_36531.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85205_RF7_01_36531.mzML	 
G85204_RE6_01_36518.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85204_RE6_01_36518.mzML	 
G85203_RC5_01_36489.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85203_RC5_01_36489.mzML	 
G85202_RD7_01_36504.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85202_RD7_01_36504.mzML	 
G85200_RH7_01_36555.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85200_RH7_01_36555.mzML	 
G85199_RD11_01_36508.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85199_RD11_01_36508.mzML	 
G85198_RG9_01_36545.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85198_RG9_01_36545.mzML	 
G85197_BE4_01_36713.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85197_BE4_01_36713.mzML	 
G85196_RA8_01_36468.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85196_RA8_01_36468.mzML	 
G85195_RD6_01_36502.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85195_RD6_01_36502.mzML	 
G85194_BD4_01_36708.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85194_BD4_01_36708.mzML	 
G85193_BH4_01_36726.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85193_BH4_01_36726.mzML	 
G85192_BB2_01_36697.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85192_BB2_01_36697.mzML	 
G85191_RB9_01_36481.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85191_RB9_01_36481.mzML	 
G85190_RF6_01_36530.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85190_RF6_01_36530.mzML	 
G85188_GE8_01_36865.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85188_GE8_01_36865.mzML	 
G85187_GB3_01_36832.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85187_GB3_01_36832.mzML	 
G85186_RE7_01_36519.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85186_RE7_01_36519.mzML	 
G85185_RG12_01_36548.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85185_RG12_01_36548.mzML	 
G85184_BB3_01_36698.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85184_BB3_01_36698.mzML	 
G85183_RB5_01_36477.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85183_RB5_01_36477.mzML	 
G85182_RH2_01_36550.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85182_RH2_01_36550.mzML	 
G85063_RB4_01_36476.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85063_RB4_01_36476.mzML	 
G85062_RH3_01_36551.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85062_RH3_01_36551.mzML	 
G85061_RC4_01_36488.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85061_RC4_01_36488.mzML	 
G85060_RB7_01_36479.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85060_RB7_01_36479.mzML	 
G85059_RG3_01_36539.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85059_RG3_01_36539.mzML	 
G85058_RG11_01_36547.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85058_RG11_01_36547.mzML	 
G85057_RE10_01_36522.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85057_RE10_01_36522.mzML	 
G85056_RG8_01_36544.mzML	52567	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85056_RG8_01_36544.mzML	 
G85055_BH3_01_36725.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85055_BH3_01_36725.mzML	 
G85054_RF11_01_36535.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85054_RF11_01_36535.mzML	 
G85053_RE12_01_36524.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85053_RE12_01_36524.mzML	 
G85052_RE8_01_36520.mzML	52562	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85052_RE8_01_36520.mzML	 
G85051_RC10_01_36494.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85051_RC10_01_36494.mzML	 
G85049_RA5_01_36464.mzML	52564	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85049_RA5_01_36464.mzML	 
G85048_RH9_01_36557.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85048_RH9_01_36557.mzML	 
G85047_RF9_01_36533.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85047_RF9_01_36533.mzML	 
G85046_RB12_01_36484.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85046_RB12_01_36484.mzML	 
G85045_RA9_01_36469.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85045_RA9_01_36469.mzML	 
G85044_RERUN_DryGas_BG5_01_37254.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85044_RERUN_DryGas_BG5_01_37254.mzML	 
G85042_RD10_01_37043.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85042_RD10_01_37043.mzML	 
G85041_RC5_01_36773.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85041_RC5_01_36773.mzML	 
G85040_BB7_01_37118.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85040_BB7_01_37118.mzML	 
G85039_RA6_01_36465.mzML	52638	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85039_RA6_01_36465.mzML	 
G85038_GA6_01_36826.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85038_GA6_01_36826.mzML	 
G85037_GE7_01_36864.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85037_GE7_01_36864.mzML	 
G85036_RC2_01_36770.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85036_RC2_01_36770.mzML	 
G85035_RA8_01_37009.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85035_RA8_01_37009.mzML	 
G85034_RD5_01_36931.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85034_RD5_01_36931.mzML	 
G85033_RA10_01_36753.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85033_RA10_01_36753.mzML	 
G85032_RA3_01_37004.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85032_RA3_01_37004.mzML	 
G85031_RE3_01_36798.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85031_RE3_01_36798.mzML	 
G85030_RC5_01_37028.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85030_RC5_01_37028.mzML	 
G85029_RE5_01_37052.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85029_RE5_01_37052.mzML	 
G85028_RERUN_DryGas_BG2_01_37251.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85028_RERUN_DryGas_BG2_01_37251.mzML	 
G85027_RF7_01_36814.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85027_RF7_01_36814.mzML	 
G85026_BF6_01_36635.mzML	52566	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85026_BF6_01_36635.mzML	 
G85025_RG12_01_36875.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85025_RG12_01_36875.mzML	 
G85022_RG6_01_36965.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85022_RG6_01_36965.mzML	 
G85021_RE12_01_36807.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85021_RE12_01_36807.mzML	 
G85020_RE9_01_36521.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85020_RE9_01_36521.mzML	 
G85019_BB4_01_36579.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85019_BB4_01_36579.mzML	 
G85018_BA9_01_37108.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85018_BA9_01_37108.mzML	 
G85017_RERUN_DryGas_BG12_01_37260.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85017_RERUN_DryGas_BG12_01_37260.mzML	 
G85016_BH6_01_36660.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85016_BH6_01_36660.mzML	 
G85015_GB7_01_36837.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85015_GB7_01_36837.mzML	 
G85014_RA12_01_37013.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85014_RA12_01_37013.mzML	 
G85012_BF3_01_37162.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85012_BF3_01_37162.mzML	 
G85011_RERUN_DryGas_BF11_01_37248.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85011_RERUN_DryGas_BF11_01_37248.mzML	 
G85010_RERUN_DryGas_BH4_01_37263.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85010_RERUN_DryGas_BH4_01_37263.mzML	 
G85009_BH7_01_37187.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85009_BH7_01_37187.mzML	 
G85007_rerun_BA5_01_36743.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85007_rerun_BA5_01_36743.mzML	 
G85006_BD2_01_36604.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85006_BD2_01_36604.mzML	 
G85005_RF4_01_36811.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85005_RF4_01_36811.mzML	 
G85004_RE7_01_37053.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85004_RE7_01_37053.mzML	 
G85003_RF6_01_37064.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85003_RF6_01_37064.mzML	 
G85002_RA12_01_36755.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85002_RA12_01_36755.mzML	 
G85001_RC9_01_37032.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85001_RC9_01_37032.mzML	 
G85000_RH7_01_36882.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G85000_RH7_01_36882.mzML	 
G84999_RF4_01_36528.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84999_RF4_01_36528.mzML	 
G84998_RD8_01_37042.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84998_RD8_01_37042.mzML	 
G84997_RF8_01_36815.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84997_RF8_01_36815.mzML	 
G84996_RE8_01_37054.mzML	52567	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84996_RE8_01_37054.mzML	 
G84995_GE1_01_36858.mzML	52564	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84995_GE1_01_36858.mzML	 
G84994_GA4_01_36824.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84994_GA4_01_36824.mzML	 
G84992_BC5_01_36705.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84992_BC5_01_36705.mzML	 
G84991_RERUN_DryGas_BH5_01_37264.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84991_RERUN_DryGas_BH5_01_37264.mzML	 
G84990_BE7_01_36624.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84990_BE7_01_36624.mzML	 
G84989_BC2_01_36591.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84989_BC2_01_36591.mzML	 
G84988_BC4_01_36704.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84988_BC4_01_36704.mzML	 
G84986_RH10_01_36980.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84986_RH10_01_36980.mzML	 
G84984_BB6_01_36581.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84984_BB6_01_36581.mzML	 
G84983_GB1_01_36830.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84983_GB1_01_36830.mzML	 
G84982_BG5_01_36646.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84982_BG5_01_36646.mzML	 
G84981_RA7_01_36896.mzML	52596	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84981_RA7_01_36896.mzML	 
G84980_BB11_01_36586.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84980_BB11_01_36586.mzML	 
G84979_RB4_01_36905.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84979_RB4_01_36905.mzML	 
G84978_RH3_01_36974.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84978_RH3_01_36974.mzML	 
G84977_rerun_gas_BB12_01_37205.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84977_rerun_gas_BB12_01_37205.mzML	 
G84976_BH12_01_36666.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84976_BH12_01_36666.mzML	 
G84975_BG8_01_36649.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84975_BG8_01_36649.mzML	 
G84974_BA6_01_36569.mzML	52564	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84974_BA6_01_36569.mzML	 
G84973_BA12_01_36575.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84973_BA12_01_36575.mzML	 
G84972_BG10_01_36651.mzML	52564	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84972_BG10_01_36651.mzML	 
G84970_BD12_01_36614.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84970_BD12_01_36614.mzML	 
G84969_RF8_01_36954.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84969_RF8_01_36954.mzML	 
G84968_BC7_01_36597.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84968_BC7_01_36597.mzML	 
G84967_RH2_01_36973.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84967_RH2_01_36973.mzML	 
G84966_RG2_01_36538.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84966_RG2_01_36538.mzML	 
G84965_GD3_01_36850.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84965_GD3_01_36850.mzML	 
G84964_BH5_01_36659.mzML	52556	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84964_BH5_01_36659.mzML	 
G84963_RH5_01_36976.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84963_RH5_01_36976.mzML	 
G84962_RD9_01_36506.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84962_RD9_01_36506.mzML	 
G84960_RE2_01_36797.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84960_RE2_01_36797.mzML	 
G84959_RG5_01_36964.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84959_RG5_01_36964.mzML	 
G84958_BH4_01_36657.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84958_BH4_01_36657.mzML	 
G84957_RE2_01_36938.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84957_RE2_01_36938.mzML	 
G84956_BD3_01_36605.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84956_BD3_01_36605.mzML	 
G84955_BH10_01_36664.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84955_BH10_01_36664.mzML	 
G84954_GA8_01_36829.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84954_GA8_01_36829.mzML	 
G84953_GC4_01_36842.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84953_GC4_01_36842.mzML	 
G84952_BH6_01_37186.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84952_BH6_01_37186.mzML	 
G84951_BE9_01_37159.mzML	52596	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84951_BE9_01_37159.mzML	 
G84948_RB12_01_36768.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84948_RB12_01_36768.mzML	 
G84946_RG11_01_36874.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84946_RG11_01_36874.mzML	 
G84945_RF5_01_36812.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84945_RF5_01_36812.mzML	 
G84944_RD12_01_36935.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84944_RD12_01_36935.mzML	 
G84943_RA8_01_36897.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84943_RA8_01_36897.mzML	 
G84942_RH6_01_36881.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84942_RH6_01_36881.mzML	 
G84941_RH4_01_36552.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84941_RH4_01_36552.mzML	 
G84940_RC12_01_37034.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84940_RC12_01_37034.mzML	 
G84937_RF7_01_37065.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84937_RF7_01_37065.mzML	 
G84936_RG7_01_36966.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84936_RG7_01_36966.mzML	 
G84935_BD6_01_36608.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84935_BD6_01_36608.mzML	 
G84934_RB3_01_36904.mzML	52554	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84934_RB3_01_36904.mzML	 
G84933_BD10_01_36612.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84933_BD10_01_36612.mzML	 
G84932_BA4_01_36567.mzML	52551	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84932_BA4_01_36567.mzML	 
G84931_RE4_01_36516.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84931_RE4_01_36516.mzML	 
G84930_RF3_01_36950.mzML	52559	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84930_RF3_01_36950.mzML	 
G84929_RD7_01_36787.mzML	52557	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84929_RD7_01_36787.mzML	 
G84928_BF7_01_36636.mzML	52553	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84928_BF7_01_36636.mzML	 
G84927_RB3_01_36475.mzML	52552	MSV000084099	f.MSV000084099/ccms_peak/data_mzxml_20180912_New/G84927_RB3_01_36475.mzML	 
