name,rank,id
Morus alba,species,3498
Phytolacca acinosa,species,3528
Phytolaccaceae,family,3525
Phytolacca,genus,3526
Actinidia chinensis,species,3625
Luffa aegyptiaca,species,3670
Luffa,genus,3669
Momordica cochinchinensis,species,3674
Momordica,genus,3671
Trichosanthes kirilowii,species,3677
Trichosanthes,genus,3676
Raphanus sativus,species,3726
Albizia julibrissin,species,3813
Albizia,genus,3812
Pueraria montana var. lobata,varietas,3893
Pueraria,genus,3892
Pueraria montana,species,132459
Combretum indicum,species,3956
Combretaceae,family,3954
Combretum,genus,99434
Linum usitatissimum,species,4006
Panax ginseng,species,4054
Araliaceae,family,4050
Panax,genus,4053
Paraleonurus japonicus,species,4138
Paraleonurus,genus,3472734
Digitalis purpurea,species,4164
Plantaginaceae,family,156152
Digitalis,genus,4163
Arctium lappa,species,4217
Arctium,genus,4216
Euonymus alatus,species,4307
Euonymus,genus,4306
Eucommia ulmoides,species,4392
Garryales,order,91889
Eucommiaceae,family,4390
Eucommia,genus,4391
Nelumbo nucifera,species,4432
Allium tuberosum,species,4683
Akebia quinata,species,13331
Lardizabalaceae,family,22788
Akebia,genus,13330
Lygodium japonicum,species,13824
Schizaeales,order,693762
Lygodiaceae,family,693765
Lygodium,genus,13823
Houttuynia cordata,species,16752
Saururaceae,family,16748
Houttuynia,genus,16751
Cornus officinalis,species,16906
Cornales,order,41934
Cornaceae,family,42219
Cornus,genus,4281
Pogostemon cablin,species,28511
Pogostemon,genus,21861
Strychnos nux-vomica,species,28545
Loganiaceae,family,26468
Strychnos,genus,26496
Cibotium barometz,species,29588
Cyatheales,order,693763
Cibotiaceae,family,693768
Cibotium,genus,29587
Zostera marina,species,29655
Zosteraceae,family,27254
Zostera,genus,27257
Spirodela polyrhiza,species,29656
Spirodela,genus,4473
Lophatherum gracile,species,29683
Lophatherum,genus,15623
Phragmites australis,species,29695
Phragmites,genus,15745
Gossypium arboreum,species,29729
Eriobotrya japonica,species,32224
Eriobotrya,genus,23166
Ephedra sinica,species,33152
Gnetopsida,class,3372
Ephedrales,order,3385
Ephedraceae,family,3386
Ephedra,genus,3387
Lithospermum erythrorhizon,species,34254
Lithospermum,genus,21634
Artemisia annua,species,35608
Datura metel,species,35625
Datura,genus,4074
Ipomoea nil,species,35883
Paeonia lactiflora,species,35924
Saxifragales,order,41946
Paeoniaceae,family,24943
Paeonia,genus,13625
Lablab purpureus,species,35936
Lablab,genus,271790
Pseudocydonia sinensis,species,36622
Pseudocydonia,genus,36621
Citrus trifoliata,species,37690
Agastache rugosa,species,39271
Agastache,genus,39130
Prunella vulgaris,species,39358
Prunella,genus,39176
Liriope muscari,species,39529
Liriope,genus,39528
Atractylodes lancea,species,41486
Atractylodes,genus,41485
Cirsium arvense,species,41550
Cirsium,genus,41549
Chrysanthemum x morifolium,species,41568
Chrysanthemum,genus,13422
Citrus x aurantium,species,43166
Paeonia suffruticosa,species,45171
Portulaca oleracea,species,46147
Portulacaceae,family,3581
Portulaca,genus,3582
Bupleurum falcatum,species,46367
Bupleurum,genus,46366
Tetrapanax papyrifer,species,46417
Tetrapanax,genus,46416
Angelica dahurica,species,48101
Glehnia littoralis,species,48119
Glehnia,genus,48118
Perilla frutescens,species,48386
Perilla,genus,48385
Piper longum,species,49511
Peucedanum japonicum,species,49563
Peucedanum,genus,49562
Torilis japonica,species,49576
Torilis,genus,40890
Smilax china,species,49657
Liliales,order,4667
Smilacaceae,family,4703
Smilax,genus,49656
Sophora flavescens,species,49840
Sophora,genus,3896
Schisandra chinensis,species,50507
Austrobaileyales,order,82956
Schisandraceae,family,16733
Schisandra,genus,13673
Gentiana macrophylla,species,50765
Gentianaceae,family,21472
Gentiana,genus,21496
Aconitum ciliare,species,50864
Aconitum,genus,49188
Juglans regia,species,51240
Eclipta prostrata,species,53719
Eclipta,genus,53718
Conioselinum officinale,species,54711
Conioselinum,genus,52459
Nuphar japonica,species,54801
Nymphaeales,order,261007
Nymphaeaceae,family,4410
Nuphar,genus,4415
Saururus chinensis,species,54806
Saururus,genus,13259
Acorus gramineus,species,55184
Acorales,order,91812
Acoraceae,family,42228
Acorus,genus,4464
Dioscorea polystachya,species,55575
Inula helenium,species,55635
Inula,genus,41589
Platycladus orientalis,species,58046
Platycladus,genus,13637
Iris domestica,species,58944
Iris,genus,26378
Anemarrhena asphodeloides,species,59045
Anemarrhena,genus,59044
Epimedium koreanum,species,63351
Berberidaceae,family,41773
Epimedium,genus,63350
Actaea heracleifolia,species,64034
Actaea,genus,46988
Dioscorea tokoro,species,64475
Dryobalanops aromatica,species,64575
Dipterocarpaceae,family,40588
Dryobalanops,genus,40589
Scutellaria baicalensis,species,65409
Scutellaria,genus,4139
Alcea rosea,species,65557
Alcea,genus,65556
Gleditsia japonica,species,66093
Gleditsia,genus,54873
Phellodendron amurense,species,68554
Phellodendron,genus,68553
Glycyrrhiza uralensis,species,74613
Rosa rugosa,species,74645
Rosa multiflora,species,74647
Rosa laevigata,species,74652
Agrimonia pilosa,species,74656
Agrimonia,genus,23137
Fallopia multiflora,species,76025
Fallopia,genus,76024
Pinus densiflora,species,77912
Pinus subgen. Pinus,subgenus,139271
Trigonella foenum-graecum,species,78534
Trigonella,genus,78532
Bletilla striata,species,78707
Bletilla,genus,78706
Lilium lancifolium,species,79002
Liliaceae,family,4677
Lilium,genus,4688
Hemerocallis minor,species,81733
Asphodelaceae,family,51383
Hemerocallis,genus,16107
Eleutherococcus senticosus,species,82096
Eleutherococcus,genus,50304
Polygonatum odoratum,species,82207
Polygonatum,genus,16195
Bassia scoparia,species,83154
Bassia,genus,83153
Boehmeria nivea,species,83906
Boehmeria,genus,83905
Stemona japonica,species,85282
Pandanales,order,40550
Stemonaceae,family,49662
Stemona,genus,85281
Aconitum carmichaelii,species,85363
Citrus reticulata,species,85571
Angelica gigas,species,85712
Magnolia denudata,species,85856
Magnoliaceae,family,3401
Magnolia,genus,3402
Codonopsis pilosula,species,86864
Campanulaceae,family,4381
Codonopsis,genus,16399
Gastrodia elata,species,91201
Gastrodia,genus,91200
Platycodon grandiflorus,species,94286
Platycodon,genus,94285
Dryopteris crassirhizoma,species,97234
Polypodiales,order,3268
Dryopteridaceae,family,29607
Dryopteris,genus,3287
Rehmannia glutinosa,species,99300
Orobanchaceae,family,91896
Rehmannia,genus,99299
Asparagus cochinchinensis,species,100514
Prunus mume,species,102107
Benincasa hispida,species,102211
Benincasa,genus,102210
Castanea crenata,species,103480
Fagaceae,family,3503
Castanea,genus,21019
Adenophora remotiflora,species,103991
Adenophora,genus,82270
Codonopsis lanceolata,species,103999
Prunus tomentosa,species,105667
Lonicera japonica,species,105884
Eleutherococcus sessiliflorus,species,105886
Valeriana fauriei,species,105907
Hibiscus syriacus,species,106335
Hibiscus,genus,47605
Fritillaria thunbergii,species,108546
Fritillaria,genus,59070
Campsis grandiflora,species,108594
Campsis,genus,83936
Solanum americanum,species,109975
Conioselinum tenuissimum,species,110318
Lycium chinense,species,112883
Gardenia jasminoides,species,114476
Gardenia,genus,43486
Aloe ferox,species,117798
Aloe,genus,25641
Dianthus chinensis,species,118431
Caryophyllaceae,family,3568
Dianthus,genus,3569
Tussilago farfara,species,118778
Tussilago,genus,118777
Cinnamomum aromaticum,species,119260
Illicium verum,species,124778
Illicium,genus,13097
Alpinia hainanensis,species,125259
Forsythia suspensa,species,126418
Forsythia,genus,55182
Fraxinus chinensis subsp. rhynchophylla,subspecies,126596
Fraxinus,genus,38871
Fraxinus chinensis,species,56033
Dimocarpus longan,species,128017
Dimocarpus,genus,128016
Cinnamomum verum,species,128608
Curcuma longa,species,136217
Curcuma zedoaria,species,136224
Rheum palmatum,species,137221
Sanguisorba officinalis,species,137457
Sanguisorba,genus,57937
Polygonum aviculare,species,137693
Polygonum,genus,46786
Dendrobium moniliforme,species,142614
Dendrobium,genus,37818
Chrysanthemum indicum,species,146995
Nephroia orbiculata,species,152358
Nephroia,genus,2873755
Sinomenium acutum,species,152363
Sinomenium,genus,152362
Lepidium apetalum,species,153459
Lepidium,genus,19205
Lindera obtusiloba,species,155295
Lindera,genus,55957
Melia azedarach,species,155640
Melia,genus,43708
Vincetoxicum atratum,species,157443
Vincetoxicum,genus,63501
Astragalus propinquus,species,158324
Astragalus,genus,20400
Aristolochia debilis,species,158541
Aristolochiaceae,family,16727
Aristolochia,genus,12947
Viscum coloratum,species,159976
Viscaceae,family,1003255
Viscum,genus,3971
Cistanche deserticola,species,161395
Cistanche,genus,87753
Isatis tinctoria,species,161756
Isatis,genus,161755
Taraxacum platycarpum,species,170727
Broussonetia papyrifera,species,172644
Broussonetia,genus,66379
Boswellia sacra,species,173701
Boswellia,genus,80276
Rumex japonicus,species,174651
Rumex,genus,3618
Nardostachys jatamansi,species,179860
Nardostachys,genus,59169
Sambucus williamsii,species,180062
Adoxaceae,family,4206
Sambucus,genus,4201
Ostericum grosseserratum,species,182415
Ostericum,genus,49559
Adenophora triphylla,species,187269
Pyrrosia lingua,species,187374
Polypodiaceae,family,3275
Pyrrosia,genus,156491
Tamarix chinensis,species,189791
Tamaricaceae,family,63083
Tamarix,genus,63084
Plantago asiatica,species,197796
Plantago,genus,26867
Pinellia ternata,species,199225
Pinellia,genus,199219
Alpinia officinarum,species,199623
Hylotelephium erythrostictum,species,202969
Crassulaceae,family,3781
Hylotelephium,genus,91095
Orostachys japonica,species,202985
Orostachys,genus,91112
Veratrum nigrum,species,203100
Melanthiaceae,family,50362
Veratrum,genus,50241
Sparganium stoloniferum,species,203643
Typhaceae,family,4731
Sparganium,genus,4729
Saposhnikovia divaricata,species,203717
Saposhnikovia,genus,203716
Picrasma quassioides,species,210334
Picrasma,genus,210333
Brucea javanica,species,210348
Brucea,genus,43722
Tribulus terrestris,species,210369
Zygophyllales,order,403666
Zygophyllaceae,family,43873
Tribulus,genus,66647
Potentilla chinensis,species,210858
Potentilleae incertae sedis,no rank,1184125
Potentilla,genus,23204
Lysimachia christinae,species,213255
Lysimachia,genus,59977
Lysimachia foenum-graecum,species,213265
Syzygium aromaticum,species,219868
Scopolia japonica,species,221162
Scopolia,genus,221161
Orobanche coerulescens,species,223100
Orobanche,genus,36747
Artemisia princeps,species,223870
Arisaema amurense,species,227494
Arisaema,genus,50230
Scurrula parasitica,species,227903
Loranthaceae,family,3963
Scurrula,genus,227900
Humulus scandens,species,228586
Cynanchum wilfordii,species,228709
Cynanchum,genus,126747
Pulsatilla cernua,species,231674
Pulsatilla,genus,46977
Aconitum kusnezoffii,species,239685
Euphorbia kansui,species,239687
Lanxangia tsao-ko,species,252867
Lanxangia,genus,2135803
Scleromitrion diffusum,species,254027
Scleromitrion,genus,1667290
Polygonatum sibiricum,species,261423
Alisma plantago-aquatica subsp. orientale,subspecies,262913
Alismataceae,family,4449
Alisma,genus,14999
Alisma plantago-aquatica,species,15000
Adenophora triphylla var. japonica,varietas,265775
Artemisia capillaris,species,265783
Gynochthodes officinalis,species,266091
Gynochthodes,genus,59634
Cuscuta chinensis,species,267557
Cuscuta,genus,4128
Cuscuta subgen. Grammica,subgenus,1824618
Euphorbia pekinensis,species,273621
Trachelospermum asiaticum,species,276781
Trachelospermum,genus,69388
Phyllostachys nigra,species,281083
Arundinarodae,no rank,1648034
Phyllostachys,genus,15747
Aralia continentalis,species,287721
Aralia,genus,13340
Acer pictum,species,290845
Gentiana scabra,species,292393
Mentha canadensis,species,294733
Dictamnus albus,species,298346
Dictamnus,genus,77005
Patrinia scabiosifolia,species,300888
Patrinia,genus,59171
Kitagawia praeruptora,species,312531
Kitagawia,genus,1589817
Viola mandshurica,species,316491
Viola,genus,13757
Viola subgen. Viola,subgenus,2983453
Xanthium strumarium,species,318068
Xanthium,genus,36590
Commiphora myrrha,species,318982
Commiphora,genus,43868
Rubus coreanus,species,321593
Dolomiaea costus,species,324593
Dolomiaea,genus,239140
Ziziphus jujuba,species,326968
Eupatorium fortunei,species,330892
Eupatorium,genus,13516
Geranium thunbergii,species,345239
Geraniales,order,41943
Geraniaceae,family,4027
Geranium,genus,4028
Senna obtusifolia,species,346985
Senna,genus,53922
Magnolia obovata,species,349509
Tetradium ruticarpum,species,354523
Tetradium,genus,354519
Zanthoxylum schinifolium,species,354530
Zanthoxylum,genus,67937
Polygala tenuifolia,species,355332
Polygalaceae,family,4274
Polygala,genus,4275
Leuzea uniflora,species,362646
Leuzea,genus,145816
Asarum heterotropoides,species,366663
Asaraceae,family,2956716
Asarum,genus,16728
Lobelia chinensis,species,368926
Lobelia,genus,4382
Juncus decipiens,species,388580
Juncaceae,family,14101
Juncus,genus,13578
Scutellaria barbata,species,396367
Artemisia gmelinii,species,401898
Cullen corylifolium,species,429560
Cullen,genus,109218
Prunus humilis,species,434060
Malva verticillata,species,446348
Malva,genus,96479
Inula japonica,species,453958
Ligustrum lucidum,species,458695
Ligustrum,genus,13596
Cremastra appendiculata,species,459596
Cremastra,genus,459595
Hydnocarpus castaneus,species,467743
Achariaceae,family,112800
Hydnocarpus,genus,85204
Scrophularia buergeriana,species,476207
Scrophulariaceae,family,4149
Scrophularia,genus,39249
Biancaea sappan,species,483143
Biancaea,genus,1904978
Reynoutria japonica,species,488216
Reynoutria,genus,655516
Dalbergia odorifera,species,499988
Dalbergia,genus,53862
Crataegus pinnatifida,species,510735
Crataegus,genus,23159
Cyperus rotundus,species,512623
Cyperaceae,family,4609
Cyperus,genus,4610
Cyperus subgen. Cyperus,subgenus,1982031
C4 Cyperus incertae sedis,no rank,2034351
Glechoma longituba,species,516071
Glechoma,genus,21766
Cirsium japonicum,species,516546
Lycopus lucidus,species,516551
Lycopus,genus,260602
Lindera aggregata,species,545644
Vitex trifolia subsp. litoralis,subspecies,548853
Vitex,genus,54476
Vitex trifolia,species,204215
Aster tataricus,species,588669
Aster,genus,41479
Cynomorium songaricum,species,627609
Cynomoriaceae,family,51377
Cynomorium,genus,51502
Pyrola japonica,species,642532
Pyrola,genus,13650
Typha orientalis,species,644748
Typha,genus,4732
Amomum krervanh,species,649195
Amomum,genus,188482
Uncaria sinensis,species,655181
Uncaria,genus,43574
Elsholtzia ciliata,species,662901
Elsholtzia,genus,41225
Curculigo orchioides,species,681286
Hypoxidaceae,family,4674
Curculigo,genus,4675
Ampelopsis japonica,species,714442
Ampelopsis,genus,125007
Buddleja officinalis,species,714454
Buddleja,genus,26473
Coix lacryma-jobi var. ma-yuen,varietas,714458
Coix,genus,4504
Coix lacryma-jobi,species,4505
Sigesbeckia pubescens,species,714499
Sigesbeckia,genus,183075
Sophora tonkinensis,species,714503
Clematis chinensis,species,748693
Clematis,genus,3452
Aglaomorpha fortunei,species,872542
Aglaomorpha,genus,187339
Strychnos ignatii,species,1037790
Ulmus macrocarpa,species,1043716
Ulmaceae,family,3474
Ulmus,genus,24735
Silene firma,species,1045115
Silene,genus,3573
Silene subgen. Behenantha,subgenus,2777055
Dipsacus inermis,species,1113480
Dipsacus,genus,40573
Chelidonium majus subsp. asiaticum,subspecies,1245714
Chelidonium,genus,71250
Chelidonium majus,species,71251
Rubia argyi,species,1531356
Rubia,genus,25473
Bistorta manshuriensis,species,1548133
Bistorta,genus,137670
Corydalis turtschaninovii,species,1577077
Corydalis,genus,3463
Erycibe obtusifolia,species,1603722
Erycibe,genus,197385
Chrysanthemum zawadzkii var. latilobum,varietas,2039304
Chrysanthemum zawadzkii,species,147003
Chrysanthemum zawadzkii subsp. latilobum,subspecies,413251
Cirsium japonicum var. maackii,varietas,2039306
Scaphium affine,species,2516544
Scaphium,genus,190247
Atractylodes japonica,species,2547412
Ailanthus altissimus,species,2768810
Ailanthus,genus,23809
Schizonepeta tenuifolia,species,2849020
Schizonepeta,genus,135199
Casearia arborea,species,681418
Salicaceae,family,3688
Casearia,genus,112816
Catharanthus roseus,species,4058
Catharanthus,genus,4057
Myoporum parvifolium,species,86640
Myoporum,genus,57115
Leucophyllum frutescens,species,86643
Leucophyllum,genus,69911
Myoporum montanum,species,133304
Myoporum insulare,species,139037
Bontia daphnoides,species,255891
Bontia,genus,255890
Eremophila,genus,255893
Eremophila bignoniiflora,species,255894
Myoporum sandwicense,species,301346
Eremophila macdonnellii,species,378412
Eremophila rotundifolia,species,378414
Eremophila glabra,species,572236
Myoporum acuminatum,species,796002
Myoporum platycarpum,species,796003
Eremophila maculata,species,1214565
Leucophyllum zygophyllum,species,1382323
Myoporum betcheanum,species,1619497
Eremophila clarkei,species,1806640
Eremophila interstans,species,1806641
Eremophila scoparia,species,1806642
Eremophila sturtii,species,2315346
Eremophila cuneifolia,species,2528942
Eremophila forrestii,species,2528943
Eremophila lanceolata,species,2528944
Eremophila latrobei,species,2528945
Eremophila longifolia,species,2528947
Eremophila magnifica,species,2528948
Eremophila platycalyx,species,2528951
Eremophila youngii,species,2528955
Eremophila bowmanii,species,2651908
Eremophila dalyana,species,2651909
Eremophila polyclada,species,2651910
Eremophila willsii,species,2651911
Calamphoreus inflatus,species,2652452
Calamphoreus,genus,2652448
Diocirea microphylla,species,2652454
Diocirea,genus,2652449
Diocirea violacea,species,2652455
Glycocystis beckeri,species,2652465
Glycocystis,genus,2652451
Myoporum bateae,species,2652466
Myoporum boninense,species,2652467
Myoporum brevipes,species,2652468
Myoporum caprarioides,species,2652469
Myoporum tetrandrum,species,2652470
Eremophila abietina,species,2652471
Eremophila acrida,species,2652473
Eremophila adenotricha,species,2652474
Eremophila alternifolia,species,2652475
Eremophila annosocaulis,species,2652476
Eremophila anomala,species,2652477
Eremophila appressa,species,2652478
Eremophila arachnoides,species,2652479
Eremophila arbuscula,species,2652481
Eremophila arenaria,species,2652482
Eremophila aureivisca,species,2652483
Eremophila battii,species,2652484
Eremophila behriana,species,2652485
Eremophila biserrata,species,2652486
Eremophila brevifolia,species,2652487
Eremophila buirchellii,species,2652488
Eremophila caerulea,species,2652489
Eremophila caespitosa,species,2652491
Eremophila calcicola,species,2652492
Eremophila calorhabdos,species,2652493
Eremophila campanulata,species,2652494
Eremophila canaliculata,species,2652495
Eremophila caperata,species,2652496
Eremophila chamaephila,species,2652497
Eremophila ciliata,species,2652498
Eremophila clavata,species,2652500
Eremophila compacta,species,2652501
Eremophila complanata,species,2652503
Eremophila compressa,species,2652504
Eremophila conferta,species,2652505
Eremophila congesta,species,2652506
Eremophila conglomerata,species,2652507
Eremophila crassifolia,species,2652508
Eremophila cryptothrix,species,2652509
Eremophila debilis,species,2652510
Eremophila decussata,species,2652511
Eremophila delisseri,species,2652512
Eremophila demissa,species,2652513
Eremophila dempsteri,species,2652514
Eremophila dendritica,species,2652515
Eremophila densifolia,species,2652516
Eremophila denticulata,species,2652519
Eremophila deserti,species,2652521
Eremophila dichroantha,species,2652522
Eremophila duttonii,species,2652524
Eremophila enata,species,2652525
Eremophila eriocalyx,species,2652526
Eremophila exilifolia,species,2652527
Eremophila falcata,species,2652528
Eremophila fallax,species,2652529
Eremophila fasciata,species,2652530
Eremophila flabellata,species,2652531
Eremophila flaccida,species,2652532
Eremophila foliosissima,species,2652534
Eremophila fraseri,species,2652535
Eremophila freelingii,species,2652537
Eremophila galeata,species,2652538
Eremophila georgei,species,2652539
Eremophila gibbifolia,species,2652540
Eremophila gibbosa,species,2652541
Eremophila gibsonii,species,2652542
Eremophila glandulifera,species,2652543
Eremophila glutinosa,species,2652544
Eremophila goodwinii,species,2652545
Eremophila grandiflora,species,2652547
Eremophila granitica,species,2652548
Eremophila hillii,species,2652549
Eremophila homoplastica,species,2652550
Eremophila humilis,species,2652551
Eremophila hygrophana,species,2652552
Eremophila incisa,species,2652553
Eremophila ionantha,species,2652554
Eremophila jucunda,species,2652555
Eremophila koobabbiensis,species,2652557
Eremophila laanii,species,2652558
Eremophila lachnocalyx,species,2652559
Eremophila lehmanniana,species,2652561
Eremophila linearis,species,2652562
Eremophila linsmithii,species,2652563
Eremophila lucida,species,2652564
Eremophila mackinlayi,species,2652565
Eremophila macmillaniana,species,2652567
Eremophila maitlandii,species,2652568
Eremophila malacoides,species,2652569
Eremophila margarethae,species,2652570
Eremophila metallicorum,species,2652571
Eremophila micrantha,species,2652572
Eremophila microtheca,species,2652573
Eremophila miniata,species,2652574
Eremophila mirabilis,species,2652575
Eremophila mitchellii,species,2652576
Eremophila muelleriana,species,2652577
Eremophila neglecta,species,2652578
Eremophila obliquisepala,species,2652579
Eremophila oblonga,species,2652580
Eremophila obovata,species,2652581
Eremophila occidens,species,2652583
Eremophila oldfieldii,species,2652584
Eremophila oppositifolia,species,2652586
Eremophila ovata,species,2652589
Eremophila paisleyi,species,2652590
Eremophila pallida,species,2652592
Eremophila pantonii,species,2652593
Eremophila papillata,species,2652594
Eremophila parvifolia,species,2652595
Eremophila pentaptera,species,2652597
Eremophila perglandulosa,species,2652598
Eremophila petrophila,species,2652599
Eremophila phillipsii,species,2652601
Eremophila physocalyx,species,2652602
Eremophila platythamnos,species,2652603
Eremophila praecox,species,2652605
Eremophila prolata,species,2652606
Eremophila prostrata,species,2652607
Eremophila punctata,species,2652609
Eremophila pungens,species,2652610
Eremophila punicea,species,2652611
Eremophila purpurascens,species,2652612
Eremophila pustulata,species,2652613
Eremophila racemosa,species,2652614
Eremophila ramiflora,species,2652615
Eremophila recurva,species,2652616
Eremophila reticulata,species,2652617
Eremophila retropila,species,2652618
Eremophila rhegos,species,2652620
Eremophila rigens,species,2652621
Eremophila rigida,species,2652622
Eremophila rostrata,species,2652623
Eremophila rugosa,species,2652625
Eremophila sargentii,species,2652627
Eremophila scaberula,species,2652628
Eremophila shonae,species,2652630
Eremophila simulans,species,2652632
Eremophila spathulata,species,2652634
Eremophila spectabilis,species,2652635
Eremophila splendens,species,2652637
Eremophila spuria,species,2652638
Eremophila stenophylla,species,2652639
Eremophila strongylophylla,species,2652640
Eremophila subfloccosa,species,2652641
Eremophila subteretifolia,species,2652644
Eremophila succinea,species,2652645
Eremophila ternifolia,species,2652647
Eremophila tetraptera,species,2652648
Eremophila tietkensii,species,2652649
Eremophila undulata,species,2652650
Eremophila veronica,species,2652652
Eremophila verticillata,species,2652654
Eremophila virens,species,2652655
Eremophila viscida,species,2652656
Eremophila warnesii,species,2652658
Eremophila weldii,species,2652659
Eremophila yinnetharrensis,species,2652660
Eremophila decipiens,species,2652670
Eremophila divaricata,species,2652673
Eremophila gilesii,species,2652677
Eremophila hughesii,species,2652679
Eremophila phyllopoda,species,2652691
Eremophila pterocarpa,species,2652695
Eremophila ballythunnensis,species,2724783
Eremophila crenulata,species,2724786
Eremophila elderi,species,2724787
Eremophila macgillivrayi,species,2724789
Eremophila saligna,species,2724790
Canna tuerckheimii,species,4629
Cannaceae,family,4626
Canna,genus,4627
Heliconia latispatha,species,4654
Heliconiaceae,family,4652
Heliconia,genus,4653
Hellenia speciosa,species,49577
Costaceae,family,4630
Hellenia,genus,1544672
Hedychium coronarium,species,71610
Hedychium,genus,4645
Calathea crotalifera,species,94334
Marantaceae,family,4619
Calathea,genus,4622
Pleiostachya pruinosa,species,94378
Pleiostachya,genus,94377
Costus malortieanus,species,101691
Costus,genus,4631
Heliconia irrasa,species,101709
Costus laevis,species,168182
Renealmia cernua,species,188516
Renealmia,genus,105703
Renealmia alpinia,species,199658
Goeppertia gymnocarpa,species,210041
Goeppertia,genus,1756151
Musa velutina,species,228181
Alpinia purpurata,species,230707
Costus scaber,species,328781
Renealmia pluriplicata,species,376580
Heliconia psittacorum,species,574477
Calathea lutea,species,671254
Heliconia wagneriana,species,796950
Calathea lasiostachya,species,1125163
Goeppertia leucostachys,species,1125164
Goeppertia marantifolia,species,1125165
Heliconia imbricata,species,1125924
Heliconia mathiasiae,species,1125925
Heliconia pogonantha,species,1125926
Goeppertia inocephala,species,1128365
Goeppertia cleistantha,species,1274664
Goeppertia hammelii,species,1274665
Calathea similis,species,1274666
Ischnosiphon inflatus,species,1274667
Ischnosiphon,genus,94356
Heliconia umbrophila,species,1274805
Canarium schweinfurthii,species,533031
Canarium,genus,43690
Indigofera tinctoria,species,198914
Indigofera,genus,20685
Swietenia macrophylla,species,43891
Swietenia,genus,43890
Solanum capsicoides,species,205536
Solanum asperum,species,681489
Solanum argenteum,species,2072293
Solanum pseudoquina,species,2072294
Solanum swartzianum,species,2072295
Solanum caavurana,species,2598621
Solanum cladotrichum,species,2598623
Citrus cavaleriei,species,2709
Cycas,genus,3395
Cycadopsida,class,3296
Cycadales,order,3297
Cycadaceae,family,3394
Artocarpus heterophyllus,species,3489
Artocarpus,genus,3488
Lagenaria siceraria,species,3668
Lagenaria,genus,3667
Moringa oleifera,species,3735
Moringaceae,family,3733
Moringa,genus,3734
Manilkara zapota,species,3741
Manilkara,genus,3740
Cajanus cajan,species,3821
Cajanus,genus,3820
Leucaena leucocephala,species,3866
Leucaena,genus,3865
Jatropha multifida,species,3996
Jatropha,genus,3995
Simmondsia chinensis,species,3999
Simmondsiaceae,family,3997
Simmondsia,genus,3998
Tropaeolum majus,species,4020
Datura stramonium,species,4076
Uncarina grandidieri,species,4184
Uncarina,genus,166048
Drosera burmannii,species,4365
Droseraceae,family,4360
Drosera,genus,4363
Dillenia indica,species,4378
Dilleniales,order,403665
Dilleniaceae,family,24942
Dillenia,genus,4377
Alocasia macrorrhizos,species,4456
Alocasia,genus,4455
Pistia stratiotes,species,4477
Pistia,genus,4476
Flagellaria indica,species,13529
Flagellariaceae,family,14146
Flagellaria,genus,13528
Cymbidium,genus,14366
Wisteria sinensis,species,20997
Wisteria,genus,3921
Hydrangea macrophylla,species,23110
Hydrangeaceae,family,23097
Hydrangea,genus,23109
Fagus sylvatica,species,28930
Fagus,genus,21024
Diplazium esculentum,species,29615
Athyriaceae,family,1203520
Diplazium,genus,29614
Hydnophytum formicarum,species,29797
Hydnophytum,genus,25215
Stenochlaena palustris,species,32079
Blechnaceae,family,29600
Stenochlaena,genus,29601
Atropa belladonna,species,33113
Atropa,genus,24609
Nicandra physalodes,species,33118
Nicandra,genus,24655
Nephrolepis exaltata,species,34165
Nephrolepidaceae,family,32151
Nephrolepis,genus,32152
Tradescantia zebrina,species,34175
Gossypium herbaceum,species,34274
Eucalyptus camaldulensis,species,34316
Eucalyptus,genus,3932
Corymbia citriodora,species,34329
Corymbia,genus,87658
Bulbophyllum,genus,38208
Clematis apiifolia,species,38789
Cordyline fruticosa,species,39501
Cordyline,genus,39500
Gerbera piloselloides,species,41622
Gerbera,genus,13546
Ceratozamia,genus,41993
Zamiaceae,family,3298
Ceratozamia mexicana,species,41994
Dieffenbachia seguine,species,42196
Dieffenbachia,genus,42195
Bidens pilosa,species,42337
Clitoria ternatea,species,43366
Clitoria,genus,43365
Haldina cordifolia,species,43493
Haldina,genus,43492
Morinda citrifolia,species,43522
Morinda,genus,43521
Nauclea orientalis,species,43526
Nauclea,genus,43525
Salvadora angustifolia,species,43543
Salvadoraceae,family,4324
Salvadora,genus,4325
Quassia amara,species,43725
Quassia,genus,43724
Buchanania latifolia,species,43864
Buchanania,genus,43863
Bombax ceiba,species,45325
Bombax,genus,45324
Abies alba,species,45372
Abies,genus,3319
Sambucus sieboldiana,species,45463
Heptapleurum arboricola,species,46415
Heptapleurum,genus,2915487
Melilotus albus,species,47082
Melilotus,genus,47081
Ehretia cymosa,species,48523
Ehretiaceae,family,1561073
Ehretia,genus,48522
Paraboea rufescens,species,49036
Gesneriaceae,family,26122
Paraboea,genus,49035
Thymus vulgaris,species,49992
Tripidium arundinaceum,species,50346
Andropogoneae incertae sedis,no rank,1699106
Tripidium,genus,1612336
Tripterospermum cordatum,species,50810
Tripterospermum,genus,50809
Caesalpinia pulcherrima,species,53846
Caesalpinia,genus,53845
Clerodendrum paniculatum,species,54223
Clerodendrum,genus,13432
Clerodendrum chinense,species,54464
Argemone mexicana,species,54796
Argemone,genus,54795
Persicaria chinensis,species,54804
Persicaria,genus,61508
Paris verticillata,species,55185
Paris,genus,49669
