NCBI

1003875
1003877
102804
102806
102808
102809
102810
102812
102814
102815
102818
102819
1068723
1068916
1110379
1110380
1110384
1110385
1110386
1141492
1141493
1184124
1203511
1203512
1293359
1293361
1307774
1307796
1312863
1312864
1312865
1334449
1334451
1334456
1334470
1334486
1334488
1334489
1335583
1335589
1392118
1437180
1437183
1437197
1437201
1445966
1461171
1461172
1461173
1461176
1462614
1463137
1463138
1463147
147366
147368
147369
147370
147371
147380
147387
147389
147428
147429
1498428
1498447
1498448
1498449
1498450
1498454
1498468
1498475
1521262
1525719
1563254
1563258
1583283
1583293
1583299
158332
158389
158406
1585427
1589896
1609961
1609962
163092
163093
163485
163486
163487
163718
163725
163726
163728
163729
163733
163735
163739
163742
163743
163745
163747
1648004
1648017
1648021
1652080
1652081
1667295
167483
167484
167485
167487
167488
167489
167490
167496
167498
167500
167502
169617
169618
169619
169623
169625
169626
169642
169650
169655
169659
169660
169663
169697
169698
169700
169704
169705
169712
169746
1699513
1699523
1699524
1705105
171637
171638
1728959
1861783
186265
186272
186273
1874399
1874405
1874412
1886502
1886507
1886510
1898543
1908689
1909378
1917730
1927081
1927082
1927084
1927085
1927087
1927091
1963083
1963084
1968268
1968271
1968429
1977916
1977917
1977990
1978182
2017692
2017695
2045300
2115957
214907
214908
214909
214912
214915
214929
216467
216691
216696
216702
216703
216706
216718
216719
216720
216770
216795
216811
216812
217033
217035
217037
217045
217062
219121
219129
219134
2231382
2231383
2231384
2231385
2231387
2231389
2231390
2231391
2231393
2231395
2233838
2233839
2233855
2233857
2304098
2304100
232347
235594
235595
235597
235629
235631
235633
235879
235880
235889
235893
238069
238070
238081
241778
241780
241781
241789
241792
241793
241799
241800
241801
2508080
2546017
2653904
2653910
2653914
2653920
2815114
2821351
2835904
2836338
2836339
2836346
2841735
284552
284555
293478
293507
293508
2976026
2991844
3026370
3029464
3029465
3054905
3054907
3054909
3054911
3193
3195
325284
325289
3313
3462
359160
364270
3804
3807
3814
417012
421921
423302
424551
424555
424565
424566
424573
426106
4447
4734
507442
58023
58024
640630
642802
65009
703251
703530
703537
703538
703540
71274
71275
721788
721789
721808
721813
742010
742011
745062
745067
745069
745087
78536
795077
795080
866800
877976
886583
886697
886714
886729
886730
886734
908227
911294
911296
911341
91835
91836
91882
91888
980193
981071
983543
986140
999631
999635
999642
