MassIVE,Filename,node_id,file_usi
MSV000084900,G73943_p2_f12_GB3_01_21634.mzXML,tarragon,mzspec:MSV000084900:G73943_p2_f12_GB3_01_21634
MSV000084900,G73945_1x_BC2_01_17281.mzXML,purple bean,mzspec:MSV000084900:G73945_1x_BC2_01_17281
MSV000084900,G73946_1x_BG12_01_17342.mzXML,thyme,mzspec:MSV000084900:G73946_1x_BG12_01_17342
MSV000084900,G73947_1x_BA8_01_17276.mzXML,sweet potato leaf,mzspec:MSV000084900:G73947_1x_BA8_01_17276
MSV000084900,G73948_p2_h12_GC3_01_21635.mzXML,chive stem,mzspec:MSV000084900:G73948_p2_h12_GC3_01_21635
MSV000084900,G73949_1x_BC12_01_17290.mzXML,chive blossom,mzspec:MSV000084900:G73949_1x_BC12_01_17290
MSV000084900,G73950_1x_BB8_01_17271.mzXML,marjoram,mzspec:MSV000084900:G73950_1x_BB8_01_17271
MSV000084900,G73951_1x_BF5_01_17323.mzXML,shishito pepper,mzspec:MSV000084900:G73951_1x_BF5_01_17323
MSV000084900,G73952_1x_rerun_BE8_01_17362.mzXML,orange chard,mzspec:MSV000084900:G73952_1x_rerun_BE8_01_17362
MSV000084900,G73953_1x_BD8_01_17300.mzXML,red chard,mzspec:MSV000084900:G73953_1x_BD8_01_17300
MSV000084900,G73954_1x_BC8_01_17287.mzXML,parsley,mzspec:MSV000084900:G73954_1x_BC8_01_17287
MSV000084900,G73957_2x_rerun_RC10_01_19149.mzXML,egg_chicken,mzspec:MSV000084900:G73957_2x_rerun_RC10_01_19149
MSV000084900,G73958_BE6_01_19007.mzXML,complex,mzspec:MSV000084900:G73958_BE6_01_19007
MSV000084900,G73964_1x_BF7_01_23203.mzXML,mozzarella cheese,mzspec:MSV000084900:G73964_1x_BF7_01_23203
MSV000084900,G73965_2x_2ul_RD10_01_19442.mzXML,plum,mzspec:MSV000084900:G73965_2x_2ul_RD10_01_19442
MSV000084900,G73970_2x_RD7_01_19155.mzXML,plant,mzspec:MSV000084900:G73970_2x_RD7_01_19155
MSV000084900,G73972_2x_5ul_rerun_RE7_01_19199.mzXML,complex,mzspec:MSV000084900:G73972_2x_5ul_rerun_RE7_01_19199
MSV000084900,G73973_2x_rerun_10ul_RB7_01_19118.mzXML,plant,mzspec:MSV000084900:G73973_2x_rerun_10ul_RB7_01_19118
MSV000084900,G73975_2x_rerun_RF7_01_19196.mzXML,plant,mzspec:MSV000084900:G73975_2x_rerun_RF7_01_19196
MSV000084900,G73977_2x_rerun_RG7_01_19441.mzXML,complex,mzspec:MSV000084900:G73977_2x_rerun_RG7_01_19441
MSV000084900,G73979_1x_BF5_01_20217.mzXML,plant,mzspec:MSV000084900:G73979_1x_BF5_01_20217
MSV000084900,G73983_BC6_01_18943.mzXML,complex,mzspec:MSV000084900:G73983_BC6_01_18943
MSV000084900,G73984_BH4_01_19051.mzXML,complex,mzspec:MSV000084900:G73984_BH4_01_19051
MSV000084900,G73985_1x_10ul_RC5_01_18610.mzXML,beer,mzspec:MSV000084900:G73985_1x_10ul_RC5_01_18610
MSV000084900,G73986_5x_10ul_RA2_01_20208.mzXML,salt,mzspec:MSV000084900:G73986_5x_10ul_RA2_01_20208
MSV000084900,G73987_rerun_10ul_BA7_01_19063.mzXML,complex,mzspec:MSV000084900:G73987_rerun_10ul_BA7_01_19063
MSV000084900,G73988_5x_RE4_01_20191.mzXML,plant,mzspec:MSV000084900:G73988_5x_RE4_01_20191
MSV000084900,G73991_1x_10ul_BB5_01_20147.mzXML,not provided,mzspec:MSV000084900:G73991_1x_10ul_BB5_01_20147
MSV000084900,G73993_1x_RA10_01_23247.mzXML,egg_chicken,mzspec:MSV000084900:G73993_1x_RA10_01_23247
MSV000084900,G73994_10x_10ul_BH4_01_23535.mzXML,egg_chicken,mzspec:MSV000084900:G73994_10x_10ul_BH4_01_23535
MSV000084900,G73995_5x_RC3_01_19489.mzXML,plant,mzspec:MSV000084900:G73995_5x_RC3_01_19489
MSV000084900,G73998_1x_BH2_01_20239.mzXML,salt,mzspec:MSV000084900:G73998_1x_BH2_01_20239
MSV000084900,G73999_5x_10ul_RG3_01_19552.mzXML,plant,mzspec:MSV000084900:G73999_5x_10ul_RG3_01_19552
MSV000084900,G74001_1x_RH10_01_18602.mzXML,plant,mzspec:MSV000084900:G74001_1x_RH10_01_18602
MSV000084900,G74002_5x_RE3_01_19520.mzXML,complex,mzspec:MSV000084900:G74002_5x_RE3_01_19520
MSV000084900,G74005_BD6_01_19085.mzXML,complex,mzspec:MSV000084900:G74005_BD6_01_19085
MSV000084900,G74006_5x_RD7_01_19510.mzXML,cucumber,mzspec:MSV000084900:G74006_5x_RD7_01_19510
MSV000084900,G74007_5x_BH12_01_18410.mzXML,raclette cheese,mzspec:MSV000084900:G74007_5x_BH12_01_18410
MSV000084900,G74008_1x_BF4_01_20216.mzXML,complex,mzspec:MSV000084900:G74008_1x_BF4_01_20216
MSV000084900,G74010_5x_BE3_01_20004.mzXML,soybean,mzspec:MSV000084900:G74010_5x_BE3_01_20004
MSV000084900,G74013_2x_RH9_01_19428.mzXML,almond,mzspec:MSV000084900:G74013_2x_RH9_01_19428
MSV000084900,G74016_1x_8ul_BA4_01_20280.mzXML,butter,mzspec:MSV000084900:G74016_1x_8ul_BA4_01_20280
MSV000084900,G74017_5x_RC4_01_20160.mzXML,plant,mzspec:MSV000084900:G74017_5x_RC4_01_20160
MSV000084900,G74019_5x_RB3_01_19487.mzXML,plant,mzspec:MSV000084900:G74019_5x_RB3_01_19487
MSV000084900,G74020_1x_RA7_01_23256.mzXML,egg_chicken,mzspec:MSV000084900:G74020_1x_RA7_01_23256
MSV000084900,G74022_5x_BG11_01_18395.mzXML,brie cheese,mzspec:MSV000084900:G74022_5x_BG11_01_18395
MSV000084900,G74023_5x_BE11_01_18322.mzXML,gouda cheese,mzspec:MSV000084900:G74023_5x_BE11_01_18322
MSV000084900,G74024_5x_BH5_01_18403.mzXML,gouda cheese,mzspec:MSV000084900:G74024_5x_BH5_01_18403
MSV000084900,G74026_2x_rerun_RC9_01_19148.mzXML,pig back,mzspec:MSV000084900:G74026_2x_rerun_RC9_01_19148
MSV000084900,G74029_BA3_01_18984.mzXML,complex,mzspec:MSV000084900:G74029_BA3_01_18984
MSV000084900,G74030_BC5_01_18942.mzXML,complex,mzspec:MSV000084900:G74030_BC5_01_18942
MSV000084900,G74032_5x_BF12_01_18337.mzXML,cream cheese,mzspec:MSV000084900:G74032_5x_BF12_01_18337
MSV000084900,G74033_1x_RH4_01_18596.mzXML,kombucha,mzspec:MSV000084900:G74033_1x_RH4_01_18596
MSV000084900,G74034_1x_10ul_RA5_01_18503.mzXML,kombucha,mzspec:MSV000084900:G74034_1x_10ul_RA5_01_18503
MSV000084900,G74036_1x_RD4_01_18541.mzXML,milk,mzspec:MSV000084900:G74036_1x_RD4_01_18541
MSV000084900,G74041_1x_RE4_01_18555.mzXML,beer,mzspec:MSV000084900:G74041_1x_RE4_01_18555
MSV000084900,G74042_1x_10ul_RC3_01_18608.mzXML,beer,mzspec:MSV000084900:G74042_1x_10ul_RC3_01_18608
MSV000084900,G74043_1x_RH3_01_18595.mzXML,apple_cider,mzspec:MSV000084900:G74043_1x_RH3_01_18595
MSV000084900,G74044_1x_RD3_01_18540.mzXML,IPA,mzspec:MSV000084900:G74044_1x_RD3_01_18540
MSV000084900,G74045_1x_RB5_01_18613.mzXML,complex,mzspec:MSV000084900:G74045_1x_RB5_01_18613
MSV000084900,G74046_1x_RA3_01_18501.mzXML,apple_cider,mzspec:MSV000084900:G74046_1x_RA3_01_18501
MSV000084900,G74047_1x_10ul_RA4_01_18502.mzXML,wheat beer,mzspec:MSV000084900:G74047_1x_10ul_RA4_01_18502
MSV000084900,G74048_1x_RF3_01_18568.mzXML,IPA,mzspec:MSV000084900:G74048_1x_RF3_01_18568
MSV000084900,G74049_1x_RG4_01_18582.mzXML,"merlot, red",mzspec:MSV000084900:G74049_1x_RG4_01_18582
MSV000084900,G74050_1x_RG3_01_18581.mzXML,beer,mzspec:MSV000084900:G74050_1x_RG3_01_18581
MSV000084900,G74051_1x_RB3_01_18612.mzXML,grain/grass,mzspec:MSV000084900:G74051_1x_RB3_01_18612
MSV000084900,G74052_1x_10ul_RC12_01_19810.mzXML,carrot,mzspec:MSV000084900:G74052_1x_10ul_RC12_01_19810
MSV000084900,G74053_1x_10ul_RD6_01_19817.mzXML,milk_cow,mzspec:MSV000084900:G74053_1x_10ul_RD6_01_19817
MSV000084900,G74054_1x_10ul_RB10_01_19794.mzXML,sesame oil,mzspec:MSV000084900:G74054_1x_10ul_RB10_01_19794
MSV000084900,G74056_1x_10ul_RF6_01_19863.mzXML,cream_cow,mzspec:MSV000084900:G74056_1x_10ul_RF6_01_19863
MSV000084900,G74063_1x_RF4_01_18569.mzXML,"cabernet sauvignon, red",mzspec:MSV000084900:G74063_1x_RF4_01_18569
MSV000084900,G74064_1x_10ul_RC4_01_18609.mzXML,lemon,mzspec:MSV000084900:G74064_1x_10ul_RC4_01_18609
MSV000084900,G74065_1x_10ul_RE5_01_19862.mzXML,tap water,mzspec:MSV000084900:G74065_1x_10ul_RE5_01_19862
MSV000084900,G74066_1x_BH11_01_20292.mzXML,complex,mzspec:MSV000084900:G74066_1x_BH11_01_20292
MSV000084900,G74067_1x_15ul_RB9_01_20708.mzXML,filtered water,mzspec:MSV000084900:G74067_1x_15ul_RB9_01_20708
MSV000084900,G74068_1x_10ul_RC7_01_18530.mzXML,"cabernet sauvignon, red",mzspec:MSV000084900:G74068_1x_10ul_RC7_01_18530
MSV000084900,G74069_1x_RE7_01_18558.mzXML,"zinfindel, red",mzspec:MSV000084900:G74069_1x_RE7_01_18558
MSV000084900,G74072_1x_10ul_RC8_01_19808.mzXML,olive,mzspec:MSV000084900:G74072_1x_10ul_RC8_01_19808
MSV000084900,G74073_1x_10ul_RA6_01_19774.mzXML,canola oil,mzspec:MSV000084900:G74073_1x_10ul_RA6_01_19774
MSV000084900,G74074_1x_RF11_01_18576.mzXML,grape,mzspec:MSV000084900:G74074_1x_RF11_01_18576
MSV000084900,G74075_1x_10ul_RF10_01_19867.mzXML,sesame seed,mzspec:MSV000084900:G74075_1x_10ul_RF10_01_19867
MSV000084900,G74076_1x_RB11_01_18619.mzXML,apple,mzspec:MSV000084900:G74076_1x_RB11_01_18619
MSV000084900,G74077_1x_10ul_rerun_RE10_01_19927.mzXML,olive,mzspec:MSV000084900:G74077_1x_10ul_rerun_RE10_01_19927
MSV000084900,G74078_1x_RH6_01_18598.mzXML,agave sap,mzspec:MSV000084900:G74078_1x_RH6_01_18598
MSV000084900,G74079_1x_RD8_01_18545.mzXML,grain/grass,mzspec:MSV000084900:G74079_1x_RD8_01_18545
MSV000084900,G74080_1x_RB7_01_18614.mzXML,barley,mzspec:MSV000084900:G74080_1x_RB7_01_18614
MSV000084900,G74081_1x_10ul_RA7_01_18505.mzXML,fruit,mzspec:MSV000084900:G74081_1x_10ul_RA7_01_18505
MSV000084900,G74082_1x_RD5_01_18542.mzXML,fruit,mzspec:MSV000084900:G74082_1x_RD5_01_18542
MSV000084900,G74083_1x_RA8_01_18506.mzXML,sugarcane,mzspec:MSV000084900:G74083_1x_RA8_01_18506
MSV000084900,G74084_1x_RG6_01_18583.mzXML,fruit,mzspec:MSV000084900:G74084_1x_RG6_01_18583
MSV000084900,G74085_1x_RE11_01_18562.mzXML,grain/grass,mzspec:MSV000084900:G74085_1x_RE11_01_18562
MSV000084900,G74086_1x_RD11_01_18548.mzXML,vanilla bean,mzspec:MSV000084900:G74086_1x_RD11_01_18548
MSV000084900,G74087_1x_10ul_RH8_01_19919.mzXML,lemon,mzspec:MSV000084900:G74087_1x_10ul_RH8_01_19919
MSV000084900,G74088_1x_10ul_RG9_01_19902.mzXML,milk_cow,mzspec:MSV000084900:G74088_1x_10ul_RG9_01_19902
MSV000084900,G74094_1x_10ul_RC11_01_19688.mzXML,kombucha,mzspec:MSV000084900:G74094_1x_10ul_RC11_01_19688
MSV000084900,G74095_1x_10ul_RC4_01_19803.mzXML,vegetable/herb,mzspec:MSV000084900:G74095_1x_10ul_RC4_01_19803
MSV000084900,G74096_1x_10ul_RH10_01_19923.mzXML,soybean,mzspec:MSV000084900:G74096_1x_10ul_RH10_01_19923
MSV000084900,G74097_1x_BB12_01_20153.mzXML,fleshy fruit,mzspec:MSV000084900:G74097_1x_BB12_01_20153
MSV000084900,G74098_5x_RD8_01_20180.mzXML,fleshy fruit,mzspec:MSV000084900:G74098_5x_RD8_01_20180
MSV000084900,G74099_5x_RD12_01_20184.mzXML,fleshy fruit,mzspec:MSV000084900:G74099_5x_RD12_01_20184
MSV000084900,G74111_1x_RE8_01_18559.mzXML,fleshy fruit,mzspec:MSV000084900:G74111_1x_RE8_01_18559
MSV000084900,G74112_1x_10ul_RC9_01_19809.mzXML,carrot,mzspec:MSV000084900:G74112_1x_10ul_RC9_01_19809
MSV000084900,G74113_5x_RD10_01_20182.mzXML,complex,mzspec:MSV000084900:G74113_5x_RD10_01_20182
MSV000084900,G74114_1x_BG9_01_20234.mzXML,complex,mzspec:MSV000084900:G74114_1x_BG9_01_20234
MSV000084900,G74116_1x_10ul_RG7_01_19900.mzXML,complex,mzspec:MSV000084900:G74116_1x_10ul_RG7_01_19900
MSV000084900,G74117_1x_10ul_RB8_01_19791.mzXML,complex,mzspec:MSV000084900:G74117_1x_10ul_RB8_01_19791
MSV000084900,G74118_1x_10ul_RE7_01_19835.mzXML,mint,mzspec:MSV000084900:G74118_1x_10ul_RE7_01_19835
MSV000084900,G74120_1x_10ul_RD9_01_19821.mzXML,complex,mzspec:MSV000084900:G74120_1x_10ul_RD9_01_19821
MSV000084900,G74121_1x_RF9_01_18574.mzXML,beer,mzspec:MSV000084900:G74121_1x_RF9_01_18574
MSV000084900,G74122_1x_10ul_RH5_01_19915.mzXML,tap water,mzspec:MSV000084900:G74122_1x_10ul_RH5_01_19915
MSV000084900,G74123_1x_10ul_RG8_01_19901.mzXML,plant,mzspec:MSV000084900:G74123_1x_10ul_RG8_01_19901
MSV000084900,G74124_1x_10ul_RD10_01_19822.mzXML,fleshy fruit,mzspec:MSV000084900:G74124_1x_10ul_RD10_01_19822
MSV000084900,G75068_2x_rerun_RG2_01_19440.mzXML,plant,mzspec:MSV000084900:G75068_2x_rerun_RG2_01_19440
MSV000084900,G75073_2x_rerun_RH2_01_19226.mzXML,carrot,mzspec:MSV000084900:G75073_2x_rerun_RH2_01_19226
MSV000084900,G75074_2x_RA2_01_19096.mzXML,white mushroom,mzspec:MSV000084900:G75074_2x_RA2_01_19096
MSV000084900,G75075_2x_rerun_RF2_01_19191.mzXML,pork lard,mzspec:MSV000084900:G75075_2x_rerun_RF2_01_19191
MSV000084900,G75076_2x_RE2_01_19164.mzXML,yogurt_cow,mzspec:MSV000084900:G75076_2x_RE2_01_19164
MSV000084900,G75078_2x_RC2_01_19126.mzXML,cashew,mzspec:MSV000084900:G75078_2x_RC2_01_19126
MSV000084900,G75080_2x_RB2_01_19112.mzXML,plant,mzspec:MSV000084900:G75080_2x_RB2_01_19112
MSV000084900,G75081_2x_rerun_RC11_01_19150.mzXML,durum wheat semolina,mzspec:MSV000084900:G75081_2x_rerun_RC11_01_19150
MSV000084900,G75082_2x_rerun_RG11_01_19446.mzXML,durum wheat semolina,mzspec:MSV000084900:G75082_2x_rerun_RG11_01_19446
MSV000084900,G75087_5x_BF2_01_18327.mzXML,cheddar cheese,mzspec:MSV000084900:G75087_5x_BF2_01_18327
MSV000084900,G75088_RE5_01_17588.mzXML,pine nut,mzspec:MSV000084900:G75088_RE5_01_17588
MSV000084900,G75090_2x_RD2_01_19140.mzXML,pork lard,mzspec:MSV000084900:G75090_2x_RD2_01_19140
MSV000084900,G75091_2x_RC3_01_19127.mzXML,carrot,mzspec:MSV000084900:G75091_2x_RC3_01_19127
MSV000084900,G75095_2x_RG3_01_19205.mzXML,cauliflower,mzspec:MSV000084900:G75095_2x_RG3_01_19205
MSV000084900,G75096_2x_rerun_RF3_01_19194.mzXML,plant,mzspec:MSV000084900:G75096_2x_rerun_RF3_01_19194
MSV000084900,G75097_1x_RB2_01_20252.mzXML,white mushroom,mzspec:MSV000084900:G75097_1x_RB2_01_20252
MSV000084900,G75099_BB7_01_18930.mzXML,plant,mzspec:MSV000084900:G75099_BB7_01_18930
MSV000084900,G75110_1x_RC7_01_23410.mzXML,african catfish,mzspec:MSV000084900:G75110_1x_RC7_01_23410
MSV000084900,G75111_1x_RC6_01_23294.mzXML,"utaka, meat",mzspec:MSV000084900:G75111_1x_RC6_01_23294
MSV000084900,G75112_10x_BF8_01_23441.mzXML,corn,mzspec:MSV000084900:G75112_10x_BF8_01_23441
MSV000084900,G75113_1x_RC9_01_23305.mzXML,chicken,mzspec:MSV000084900:G75113_1x_RC9_01_23305
MSV000084900,G75115_1x_RC4_01_23284.mzXML,tilapia,mzspec:MSV000084900:G75115_1x_RC4_01_23284
MSV000084900,G75119_1x_rerun_RC8_01_23430.mzXML,tilapia,mzspec:MSV000084900:G75119_1x_rerun_RC8_01_23430
MSV000084900,G75120_5x_rerun_14ul_RC6_01_19592.mzXML,complex,mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592
MSV000084900,G75121_2x_rerun_RG8_01_19444.mzXML,plant,mzspec:MSV000084900:G75121_2x_rerun_RG8_01_19444
MSV000084900,G75122_2x_RA8_01_19103.mzXML,cream cheese,mzspec:MSV000084900:G75122_2x_RA8_01_19103
MSV000084900,G75123_5x_10ul_RG9_01_19563.mzXML,plant,mzspec:MSV000084900:G75123_5x_10ul_RG9_01_19563
MSV000084900,G75124_5x_RC9_01_19497.mzXML,complex,mzspec:MSV000084900:G75124_5x_RC9_01_19497
MSV000084900,G75125_1x_RC2_01_20263.mzXML,red chard,mzspec:MSV000084900:G75125_1x_RC2_01_20263
MSV000084900,G75126_1x_RB3_01_20253.mzXML,yellow chard,mzspec:MSV000084900:G75126_1x_RB3_01_20253
MSV000084900,G75127_1x_RE8_01_18861.mzXML,tomato,mzspec:MSV000084900:G75127_1x_RE8_01_18861
MSV000084900,G75128_1x_RF10_01_18877.mzXML,cucumber,mzspec:MSV000084900:G75128_1x_RF10_01_18877
MSV000084900,G75129_1x_RD9_01_18841.mzXML,red onion,mzspec:MSV000084900:G75129_1x_RD9_01_18841
MSV000084900,G75130_rerun_5ul_RG9_01_17742.mzXML,quinoa,mzspec:MSV000084900:G75130_rerun_5ul_RG9_01_17742
MSV000084900,G75131_RH9_01_17783.mzXML,quinoa,mzspec:MSV000084900:G75131_RH9_01_17783
MSV000084900,G75132_RC9_01_18371.mzXML,golden flaxseed,mzspec:MSV000084900:G75132_RC9_01_18371
MSV000084900,G75133_RC8_01_17564.mzXML,brown flaxseed,mzspec:MSV000084900:G75133_RC8_01_17564
MSV000084900,G75134_RD7_01_17576.mzXML,white sesame seed,mzspec:MSV000084900:G75134_RD7_01_17576
MSV000084900,G75135_RA9_01_17531.mzXML,bulgur wheat,mzspec:MSV000084900:G75135_RA9_01_17531
MSV000084900,G75136_5x_rerun_14ul_RF5_01_19595.mzXML,complex,mzspec:MSV000084900:G75136_5x_rerun_14ul_RF5_01_19595
MSV000084900,G75138_RE9_01_18374.mzXML,chia,mzspec:MSV000084900:G75138_RE9_01_18374
MSV000084900,G75139_rerun_5ul_RF6_01_17718.mzXML,hemp seed,mzspec:MSV000084900:G75139_rerun_5ul_RF6_01_17718
MSV000084900,G75140_rerun_5ul_RB7_01_17645.mzXML,poppy seed,mzspec:MSV000084900:G75140_rerun_5ul_RB7_01_17645
MSV000084900,G75141_2x_rerun_10ul_RB8_01_19119.mzXML,pink himalayan salt,mzspec:MSV000084900:G75141_2x_rerun_10ul_RB8_01_19119
MSV000084900,G75142_rerun_5ul_RA6_01_17640.mzXML,corn,mzspec:MSV000084900:G75142_rerun_5ul_RA6_01_17640
MSV000084900,G75143_rerun_RB6_01_17554.mzXML,quinoa,mzspec:MSV000084900:G75143_rerun_RB6_01_17554
MSV000084900,G75148_2x_RF8_01_19186.mzXML,multivitamin,mzspec:MSV000084900:G75148_2x_RF8_01_19186
MSV000084900,G75151_2x_RA5_01_19099.mzXML,complex,mzspec:MSV000084900:G75151_2x_RA5_01_19099
MSV000084900,G75152_2x_RB5_01_19115.mzXML,complex,mzspec:MSV000084900:G75152_2x_RB5_01_19115
MSV000084900,G75158_2x_5ul_RE5_01_19167.mzXML,complex,mzspec:MSV000084900:G75158_2x_5ul_RE5_01_19167
MSV000084900,G75159_5x_BB4_01_18892.mzXML,clementine,mzspec:MSV000084900:G75159_5x_BB4_01_18892
MSV000084900,G75160_1x_RC10_01_18822.mzXML,clementine,mzspec:MSV000084900:G75160_1x_RC10_01_18822
MSV000084900,G75161_5x_BE2_01_18313.mzXML,string cheese,mzspec:MSV000084900:G75161_5x_BE2_01_18313
MSV000084900,G75162_rerun_5ul_RA5_01_17637.mzXML,long grain white rice,mzspec:MSV000084900:G75162_rerun_5ul_RA5_01_17637
MSV000084900,G75163_rerun_5ul_RD5_01_17668.mzXML,long grain white rice,mzspec:MSV000084900:G75163_rerun_5ul_RD5_01_17668
MSV000084900,G75164_2x_5ul_RD11_01_19159.mzXML,plant,mzspec:MSV000084900:G75164_2x_5ul_RD11_01_19159
MSV000084900,G75165_2x_5ul_RH11_01_19430.mzXML,plant,mzspec:MSV000084900:G75165_2x_5ul_RH11_01_19430
MSV000084900,G75166_1x_rerun_10ul_RC7_01_18906.mzXML,apple,mzspec:MSV000084900:G75166_1x_rerun_10ul_RC7_01_18906
MSV000084900,G75167_1x_rerun_RA9_01_18846.mzXML,apple,mzspec:MSV000084900:G75167_1x_rerun_RA9_01_18846
MSV000084900,G75168_1x_RC6_01_18817.mzXML,blueberry,mzspec:MSV000084900:G75168_1x_RC6_01_18817
MSV000084900,G75169_1x_rerun_RB6_01_18903.mzXML,cherry,mzspec:MSV000084900:G75169_1x_rerun_RB6_01_18903
MSV000084900,G75172_1x_BH11_01_17354.mzXML,greek basil,mzspec:MSV000084900:G75172_1x_BH11_01_17354
MSV000084900,G75173_1x_BC11_01_17289.mzXML,mushroom plant,mzspec:MSV000084900:G75173_1x_BC11_01_17289
MSV000084900,G75174_1x_BD11_01_17302.mzXML,green fennel,mzspec:MSV000084900:G75174_1x_BD11_01_17302
MSV000084900,G75175_1x_rerun_BE11_01_17361.mzXML,lemon balm,mzspec:MSV000084900:G75175_1x_rerun_BE11_01_17361
MSV000084900,G75176_5x_RB11_01_17267.mzXML,mint mojito,mzspec:MSV000084900:G75176_5x_RB11_01_17267
MSV000084900,G75177_1x_BF11_01_17328.mzXML,purple basil,mzspec:MSV000084900:G75177_1x_BF11_01_17328
MSV000084900,G75178_1x_BG11_01_17341.mzXML,lacinato kale,mzspec:MSV000084900:G75178_1x_BG11_01_17341
MSV000084900,G75179_5x_RB2_01_17259.mzXML,blueberry,mzspec:MSV000084900:G75179_5x_RB2_01_17259
MSV000084900,G75180_1x_BA2_01_17272.mzXML,basil,mzspec:MSV000084900:G75180_1x_BA2_01_17272
MSV000084900,G75181_1x_BA11_01_17255.mzXML,nasturtium flower,mzspec:MSV000084900:G75181_1x_BA11_01_17255
MSV000084900,G75182_1x_BB12_01_17268.mzXML,lavender,mzspec:MSV000084900:G75182_1x_BB12_01_17268
MSV000084900,G75183_1x_rerun_BD1_01_17358.mzXML,watercress,mzspec:MSV000084900:G75183_1x_rerun_BD1_01_17358
MSV000084900,G75184_1x_rerun_BC1_01_17360.mzXML,romaine lettuce,mzspec:MSV000084900:G75184_1x_rerun_BC1_01_17360
MSV000084900,G75185_1x_BB1_01_17258.mzXML,red leaf lettuce,mzspec:MSV000084900:G75185_1x_BB1_01_17258
MSV000084900,G75186_1x_rerun_BD2_01_17359.mzXML,sage,mzspec:MSV000084900:G75186_1x_rerun_BD2_01_17359
MSV000084900,G75187_1x_BH3_01_17347.mzXML,chocolate mint,mzspec:MSV000084900:G75187_1x_BH3_01_17347
MSV000084900,G75188_1x_BG2_01_17333.mzXML,borage leaf,mzspec:MSV000084900:G75188_1x_BG2_01_17333
MSV000084900,G75189_1x_BF3_01_17321.mzXML,celery,mzspec:MSV000084900:G75189_1x_BF3_01_17321
MSV000084900,G75190_1x_rerun_BG3_01_17375.mzXML,curly parsley,mzspec:MSV000084900:G75190_1x_rerun_BG3_01_17375
MSV000084900,G75191_1x_BE2_01_17307.mzXML,african blue basil,mzspec:MSV000084900:G75191_1x_BE2_01_17307
MSV000084900,G75192_1x_BF2_01_17320.mzXML,red leaf lettuce,mzspec:MSV000084900:G75192_1x_BF2_01_17320
MSV000084900,G75193_1x_rerun_BH10_01_17377.mzXML,cilantro,mzspec:MSV000084900:G75193_1x_rerun_BH10_01_17377
MSV000084900,G75194_1x_BG10_01_17340.mzXML,curry plant,mzspec:MSV000084900:G75194_1x_BG10_01_17340
MSV000084900,G75195_1x_rerun_BF10_01_17373.mzXML,dill,mzspec:MSV000084900:G75195_1x_rerun_BF10_01_17373
MSV000084900,G75196_1x_BE10_01_17314.mzXML,dill flower,mzspec:MSV000084900:G75196_1x_BE10_01_17314
MSV000084900,G75197_1x_BD10_01_17301.mzXML,arugula,mzspec:MSV000084900:G75197_1x_BD10_01_17301
MSV000084900,G75198_1x_BC10_01_17288.mzXML,orange thyme,mzspec:MSV000084900:G75198_1x_BC10_01_17288
MSV000084900,G75199_1x_BB10_01_17266.mzXML,pineapple sage,mzspec:MSV000084900:G75199_1x_BB10_01_17266
MSV000084900,G75200_1x_BA10_01_17277.mzXML,zucchini,mzspec:MSV000084900:G75200_1x_BA10_01_17277
MSV000084900,G75201_1x_rerun_BH1_01_17367.mzXML,grape,mzspec:MSV000084900:G75201_1x_rerun_BH1_01_17367
MSV000084900,G75202_1x_rerun_BG1_01_17374.mzXML,marigold,mzspec:MSV000084900:G75202_1x_rerun_BG1_01_17374
MSV000084900,G75203_1x_rerun_BF1_01_17370.mzXML,cannabis leaf,mzspec:MSV000084900:G75203_1x_rerun_BF1_01_17370
MSV000084900,G75204_1x_rerun_BE1_01_17369.mzXML,rosemary,mzspec:MSV000084900:G75204_1x_rerun_BE1_01_17369
MSV000084900,G75205_10uL_RA1_01_17245.mzXML,armenian cucumber,mzspec:MSV000084900:G75205_10uL_RA1_01_17245
MSV000084900,G75206_1x_BH8_01_17352.mzXML,jalapeno pepper,mzspec:MSV000084900:G75206_1x_BH8_01_17352
MSV000084900,G75207_1x_BG8_01_17339.mzXML,strawberry guava,mzspec:MSV000084900:G75207_1x_BG8_01_17339
MSV000084900,G75208_1x_rerun_BF8_01_17372.mzXML,pepperonchini,mzspec:MSV000084900:G75208_1x_rerun_BF8_01_17372
MSV000084900,G75209_1x_BH2_01_17346.mzXML,borage flower,mzspec:MSV000084900:G75209_1x_BH2_01_17346
MSV000084900,G75210_1x_rerun_BE3_01_17365.mzXML,zuchini blossom,mzspec:MSV000084900:G75210_1x_rerun_BE3_01_17365
MSV000084900,G75211_1x_BD3_01_17295.mzXML,zucchini,mzspec:MSV000084900:G75211_1x_BD3_01_17295
MSV000084900,G75212_1x_BC3_01_17282.mzXML,sungold tomato,mzspec:MSV000084900:G75212_1x_BC3_01_17282
MSV000084900,G75213_1x_BB3_01_17260.mzXML,japanese eggplant,mzspec:MSV000084900:G75213_1x_BB3_01_17260
MSV000084900,G75229_1x_10ul_RA7_01_19775.mzXML,plant,mzspec:MSV000084900:G75229_1x_10ul_RA7_01_19775
MSV000084900,G75230_1x_10ul_RD12_01_19824.mzXML,dairy,mzspec:MSV000084900:G75230_1x_10ul_RD12_01_19824
MSV000084900,G75237_1x_10ul_RE6_01_19833.mzXML,complex,mzspec:MSV000084900:G75237_1x_10ul_RE6_01_19833
