file_usi,MassIVE,Filename,Category,node_id
mzspec:MSV000095251:P1_A10_519,MSV000095251,P1_A10_519.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_A11_529,MSV000095251,P1_A11_529.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_A12_551,MSV000095251,P1_A12_551.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_A1_510,MSV000095251,P1_A1_510.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P1_A2_511,MSV000095251,P1_A2_511.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Hand Soap,Hand Soap
mzspec:MSV000095251:P1_A3_512,MSV000095251,P1_A3_512.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095251:P1_A4_513,MSV000095251,P1_A4_513.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Hairspray,Hairspray
mzspec:MSV000095251:P1_A5_514,MSV000095251,P1_A5_514.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P1_A6_515,MSV000095251,P1_A6_515.mzML,Root > Personal Care > Cosmetics > Skin Care > Exfoliant,Exfoliant
mzspec:MSV000095251:P1_A7_516,MSV000095251,P1_A7_516.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P1_A8_517,MSV000095251,P1_A8_517.mzML,Root > Personal Care > Cosmetics > Skin Care > Exfoliant,Exfoliant
mzspec:MSV000095251:P1_A9_518,MSV000095251,P1_A9_518.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_B10_blank2,MSV000095251,P1_B10_blank2.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_B11_blank3,MSV000095251,P1_B11_blank3.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_B1_520,MSV000095251,P1_B1_520.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_B2_521,MSV000095251,P1_B2_521.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P1_B3_522,MSV000095251,P1_B3_522.mzML,Root > Personal Care > Hair Care > Hair Styling Products,Hair Styling Products
mzspec:MSV000095251:P1_B4_523,MSV000095251,P1_B4_523.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095251:P1_B5_525,MSV000095251,P1_B5_525.mzML,Root > Personal Care > Hair Care > Hair Styling Products,Hair Styling Products
mzspec:MSV000095251:P1_B6_526,MSV000095251,P1_B6_526.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_B7_527,MSV000095251,P1_B7_527.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Hand Soap,Hand Soap
mzspec:MSV000095251:P1_B8_528,MSV000095251,P1_B8_528.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Hand Soap,Hand Soap
mzspec:MSV000095251:P1_B9_blank1,MSV000095251,P1_B9_blank1.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_C10_481,MSV000095251,P1_C10_481.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_C11_489,MSV000095251,P1_C11_489.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095251:P1_C12_497,MSV000095251,P1_C12_497.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_C1_501,MSV000095251,P1_C1_501.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_C2_485,MSV000095251,P1_C2_485.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_C3_493,MSV000095251,P1_C3_493.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_C4_480,MSV000095251,P1_C4_480.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P1_C5_496,MSV000095251,P1_C5_496.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_C6_506,MSV000095251,P1_C6_506.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_C7_524,MSV000095251,P1_C7_524.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095251:P1_C8_495,MSV000095251,P1_C8_495.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095251:P1_C9_487,MSV000095251,P1_C9_487.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095251:P1_D10_blank1,MSV000095251,P1_D10_blank1.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_D11_blank2,MSV000095251,P1_D11_blank2.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_D12_blank3,MSV000095251,P1_D12_blank3.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_D1_505,MSV000095251,P1_D1_505.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P1_D2_490,MSV000095251,P1_D2_490.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P1_D3_507,MSV000095251,P1_D3_507.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_D4_maybe486,MSV000095251,P1_D4_maybe486.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P1_D5_503,MSV000095251,P1_D5_503.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_D6_499,MSV000095251,P1_D6_499.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095251:P1_D7_483,MSV000095251,P1_D7_483.mzML,Root > Personal Care > Cosmetics > Skin Care > Toners & Astringents,Toners & Astringents
mzspec:MSV000095251:P1_D8_484,MSV000095251,P1_D8_484.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_D9_498,MSV000095251,P1_D9_498.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_E10_492,MSV000095251,P1_E10_492.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P1_E1_504,MSV000095251,P1_E1_504.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_E2_508,MSV000095251,P1_E2_508.mzML,Root > Personal Care > Cosmetics > Skin Care > Toners & Astringents,Toners & Astringents
mzspec:MSV000095251:P1_E3_491,MSV000095251,P1_E3_491.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_E4_494,MSV000095251,P1_E4_494.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095251:P1_E5_500,MSV000095251,P1_E5_500.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_E6_509,MSV000095251,P1_E6_509.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095251:P1_E7_488,MSV000095251,P1_E7_488.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_E8_482,MSV000095251,P1_E8_482.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Powdered Hand Soap,Powdered Hand Soap
mzspec:MSV000095251:P1_E9_502,MSV000095251,P1_E9_502.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P1_F10_214,MSV000095251,P1_F10_214.mzML,Root > Personal Care > Cosmetics > Makeup,Makeup
mzspec:MSV000095251:P1_F11_204,MSV000095251,P1_F11_204.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_F12_213,MSV000095251,P1_F12_213.mzML,Root > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascara,Mascara
mzspec:MSV000095251:P1_F1_51,MSV000095251,P1_F1_51.mzML,Root > Personal Care > Cosmetics > Makeup,Makeup
mzspec:MSV000095251:P1_F2_79,MSV000095251,P1_F2_79.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P1_F3_67,MSV000095251,P1_F3_67.mzML,Root > Personal Care > Cosmetics > Makeup,Makeup
mzspec:MSV000095251:P1_F4_43,MSV000095251,P1_F4_43.mzML,Root > Personal Care > Hair Care > Hair Styling Products,Hair Styling Products
mzspec:MSV000095251:P1_F5_42,MSV000095251,P1_F5_42.mzML,Root > Personal Care > Cosmetics > Makeup,Makeup
mzspec:MSV000095251:P1_F6_102,MSV000095251,P1_F6_102.mzML,Root > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Foundations & Concealers
mzspec:MSV000095251:P1_F7_103,MSV000095251,P1_F7_103.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P1_F8_95,MSV000095251,P1_F8_95.mzML,Root > Personal Care > Hair Care > Toners,Toners
mzspec:MSV000095251:P1_F9_94,MSV000095251,P1_F9_94.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_G10_253,MSV000095251,P1_G10_253.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095251:P1_G11_127,MSV000095251,P1_G11_127.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Hand Soap,Hand Soap
mzspec:MSV000095251:P1_G12_125,MSV000095251,P1_G12_125.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095251:P1_G1_212,MSV000095251,P1_G1_212.mzML,Root > Personal Care > Cosmetics > Skin Care > Toners & Astringents,Toners & Astringents
mzspec:MSV000095251:P1_G2_159,MSV000095251,P1_G2_159.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_G3_171,MSV000095251,P1_G3_171.mzML,Root > Personal Care > Deodorant & Anti-Perspirant,Deodorant & Anti-Perspirant
mzspec:MSV000095251:P1_G6_206,MSV000095251,P1_G6_206.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095251:P1_G7_211,MSV000095251,P1_G7_211.mzML,Root > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Foundations & Concealers
mzspec:MSV000095251:P1_G8_78,MSV000095251,P1_G8_78.mzML,Root > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascara,Mascara
mzspec:MSV000095251:P1_G9_252,MSV000095251,P1_G9_252.mzML,Root > Personal Care > Oral Care > Mouthwash,Mouthwash
mzspec:MSV000095251:P1_H1_118,MSV000095251,P1_H1_118.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P1_H2_129_127,MSV000095251,P1_H2_129_127.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P1_H3_128,MSV000095251,P1_H3_128.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P1_H4_blank1,MSV000095251,P1_H4_blank1.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_H5_blank2,MSV000095251,P1_H5_blank2.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P1_H6_blank3,MSV000095251,P1_H6_blank3.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P2_A10_628,MSV000095251,P2_A10_628.mzML,Root > Personal Care > Cosmetics > Makeup > Lip balm,Lip balm
mzspec:MSV000095251:P2_A11_706,MSV000095251,P2_A11_706.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_A12_531,MSV000095251,P2_A12_531.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P2_A1_668,MSV000095251,P2_A1_668.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_A2_728,MSV000095251,P2_A2_728.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P2_A3_687,MSV000095251,P2_A3_687.mzML,Root > Personal Care > Cosmetics > Makeup > Lip balm,Lip balm
mzspec:MSV000095251:P2_A4_693,MSV000095251,P2_A4_693.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095251:P2_A5_656,MSV000095251,P2_A5_656.mzML,Root > Personal Care > Cosmetics > Makeup > Eye Makeup > Mascara,Mascara
mzspec:MSV000095251:P2_A6_691,MSV000095251,P2_A6_691.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_A7_571,MSV000095251,P2_A7_571.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_A8_660,MSV000095251,P2_A8_660.mzML,Root > Personal Care > Cosmetics > Makeup > Lipstick,Lipstick
mzspec:MSV000095251:P2_A9_669,MSV000095251,P2_A9_669.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095251:P2_B10_654,MSV000095251,P2_B10_654.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P2_B11_599,MSV000095251,P2_B11_599.mzML,Root > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Foundations & Concealers
mzspec:MSV000095251:P2_B12_715,MSV000095251,P2_B12_715.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P2_B1_685,MSV000095251,P2_B1_685.mzML,Root > Personal Care > Oral Care > Toothpaste,Toothpaste
mzspec:MSV000095251:P2_B2_534,MSV000095251,P2_B2_534.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095251:P2_B3_722,MSV000095251,P2_B3_722.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P2_B4_538,MSV000095251,P2_B4_538.mzML,Root > Personal Care > Cosmetics > Makeup > Lipgloss,Lipgloss
mzspec:MSV000095251:P2_B5_675,MSV000095251,P2_B5_675.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_B6_588,MSV000095251,P2_B6_588.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095251:P2_B7_701,MSV000095251,P2_B7_701.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095251:P2_B8_574,MSV000095251,P2_B8_574.mzML,Root > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Foundations & Concealers
mzspec:MSV000095251:P2_B9_680,MSV000095251,P2_B9_680.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095251:P2_C10_533,MSV000095251,P2_C10_533.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_C11_578,MSV000095251,P2_C11_578.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_C12_721,MSV000095251,P2_C12_721.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095251:P2_C1_688,MSV000095251,P2_C1_688.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_C2_572,MSV000095251,P2_C2_572.mzML,Root > Personal Care > Oral Care > Toothpaste,Toothpaste
mzspec:MSV000095251:P2_C3_683,MSV000095251,P2_C3_683.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_C4_549,MSV000095251,P2_C4_549.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095251:P2_C5_692,MSV000095251,P2_C5_692.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095251:P2_C6_725,MSV000095251,P2_C6_725.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P2_C7_570,MSV000095251,P2_C7_570.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_C8_706,MSV000095251,P2_C8_706.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_C9_658,MSV000095251,P2_C9_658.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095251:P2_D10_582,MSV000095251,P2_D10_582.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P2_D11_577,MSV000095251,P2_D11_577.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_D12_704,MSV000095251,P2_D12_704.mzML,Root > Personal Care > Cosmetics > Makeup > Lipstick,Lipstick
mzspec:MSV000095251:P2_D1_579,MSV000095251,P2_D1_579.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Bar Soap,Bar Soap
mzspec:MSV000095251:P2_D2_557,MSV000095251,P2_D2_557.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_D3_690,MSV000095251,P2_D3_690.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_D4_593,MSV000095251,P2_D4_593.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_D5_720,MSV000095251,P2_D5_720.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Hand Soap,Hand Soap
mzspec:MSV000095251:P2_D6_547,MSV000095251,P2_D6_547.mzML,Root > Home & Garden > Household Supplies > Household Cleaning Supplies > Dish Washing Liquid,Dish Washing Liquid
mzspec:MSV000095251:P2_D7_580,MSV000095251,P2_D7_580.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_D8_532,MSV000095251,P2_D8_532.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P2_D9_535_555,MSV000095251,P2_D9_535_555.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_E10_583,MSV000095251,P2_E10_583.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095251:P2_E11_594,MSV000095251,P2_E11_594.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_E12_576,MSV000095251,P2_E12_576.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Bar Soap,Bar Soap
mzspec:MSV000095251:P2_E1_584,MSV000095251,P2_E1_584.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_E2_544,MSV000095251,P2_E2_544.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_E3_590,MSV000095251,P2_E3_590.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_E4_530,MSV000095251,P2_E4_530.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_E5_627,MSV000095251,P2_E5_627.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_E6_542,MSV000095251,P2_E6_542.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_E7_625,MSV000095251,P2_E7_625.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_E8_537,MSV000095251,P2_E8_537.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P2_E9_581,MSV000095251,P2_E9_581.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_F10_540,MSV000095251,P2_F10_540.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Bar Soap,Bar Soap
mzspec:MSV000095251:P2_F1_662,MSV000095251,P2_F1_662.mzML,Root > Personal Care > Oral Care > Toothpaste,Toothpaste
mzspec:MSV000095251:P2_F2_545,MSV000095251,P2_F2_545.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_F3_575,MSV000095251,P2_F3_575.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095251:P2_F4_707,MSV000095251,P2_F4_707.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_F5_710,MSV000095251,P2_F5_710.mzML,Root > Personal Care > Cosmetics > Perfume & Cologne,Perfume & Cologne
mzspec:MSV000095251:P2_F8_blank2,MSV000095251,P2_F8_blank2.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P2_F9_blank3,MSV000095251,P2_F9_blank3.mzML,Root > Blank > Solvent Blank,Solvent Blank
mzspec:MSV000095251:P3_A10_553,MSV000095251,P3_A10_553.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Mousse,Mousse
mzspec:MSV000095251:P3_A11_597,MSV000095251,P3_A11_597.mzML,Root > Personal Care > Hair Care > Hair Repair,Hair Repair
mzspec:MSV000095251:P3_A12_555,MSV000095251,P3_A12_555.mzML,Root > Personal Care > Hair Care > Hair Repair > Hair Oil,Hair Oil
mzspec:MSV000095251:P3_A1_586,MSV000095251,P3_A1_586.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Straightener,Straightener
mzspec:MSV000095251:P3_A2_591,MSV000095251,P3_A2_591.mzML,Root > Personal Care > Hair Care > Hair Repair > Hair Oil,Hair Oil
mzspec:MSV000095251:P3_A3_548,MSV000095251,P3_A3_548.mzML,Root > Personal Care > Hair Care > Hair Repair > Hair Oil,Hair Oil
mzspec:MSV000095251:P3_A4_47,MSV000095251,P3_A4_47.mzML,Root > Personal Care > Cosmetics > Skin Care > Toners & Astringents,Toners & Astringents
mzspec:MSV000095251:P3_A5_554,MSV000095251,P3_A5_554.mzML,Root > Personal Care > Hair Care > Hair Repair,Hair Repair
mzspec:MSV000095251:P3_A6_573,MSV000095251,P3_A6_573.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Straightener,Straightener
mzspec:MSV000095251:P3_A7_550,MSV000095251,P3_A7_550.mzML,Root > Personal Care > Hair Care > Hair Styling Products,Hair Styling Products
mzspec:MSV000095251:P3_A8_592,MSV000095251,P3_A8_592.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Hairspray,Hairspray
mzspec:MSV000095251:P3_A9_595,MSV000095251,P3_A9_595.mzML,Root > Personal Care > Hair Care > Hair Styling Products > Hairgel,Hairgel
mzspec:MSV000095251:P3_B10_92,MSV000095251,P3_B10_92.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095251:P3_B11_115,MSV000095251,P3_B11_115.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P3_B12_106,MSV000095251,P3_B12_106.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095251:P3_B1_596,MSV000095251,P3_B1_596.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P3_B2_589,MSV000095251,P3_B2_589.mzML,Root > Personal Care > Hair Care > Hair Styling Products,Hair Styling Products
mzspec:MSV000095251:P3_B3_600,MSV000095251,P3_B3_600.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P3_B4_541,MSV000095251,P3_B4_541.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095251:P3_B5_539,MSV000095251,P3_B5_539.mzML,Root > Personal Care > Health Care > Hand sanitizer,Hand sanitizer
mzspec:MSV000095251:P3_B6_598,MSV000095251,P3_B6_598.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P3_B7_543,MSV000095251,P3_B7_543.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P3_B8_556,MSV000095251,P3_B8_556.mzML,Root > Personal Care > Hair Care,Hair Care
mzspec:MSV000095251:P3_B9_552,MSV000095251,P3_B9_552.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P3_C10_348,MSV000095251,P3_C10_348.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095251:P3_C11_349,MSV000095251,P3_C11_349.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P3_C12_345,MSV000095251,P3_C12_345.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095251:P3_C1_114,MSV000095251,P3_C1_114.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095251:P3_C2_59,MSV000095251,P3_C2_59.mzML,Root > Personal Care > Hair Care > Hair Repair > Hair Oil,Hair Oil
mzspec:MSV000095251:P3_C3_82,MSV000095251,P3_C3_82.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
